actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,191.63010401759038
1,205,2.063496141463464,300.26811669766784
2,205,41.92527127804887,714.4674069817844
3,205,793.6268183219512,1875.2034288588188
4,205,1935.0407731853659,2379.3620658193245
5,205,3544.9267041365856,2932.9630338618717
6,205,5350.791532229268,3989.4105605793743
7,206,8057.945603694175,3633.6868953217354
8,205,12312.477549234147,5176.9712916882845
9,205,24313.506128058536,10516.888873627016
