actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,195.54642221341763
1,205,2.063496141463464,304.22311750564864
2,205,41.92527127804887,737.5069338823932
3,205,793.6268183219512,2009.3846871246735
4,205,1935.0407731853659,2491.9084302640777
5,205,3544.9267041365856,3033.6086949214837
6,205,5350.791532229268,4231.78137598309
7,206,8057.945603694175,3893.711532068059
8,205,12312.477549234147,5422.007687976822
9,205,24313.506128058536,11549.72715399565
