variant,route_mae_ms,route_r2,positive_subset_mae_ms,top_decile_ratio
tuned_uncalibrated_lr015_70,612.3700744669234,0.5114489812324261,3929.2377400280398,0.489282454185869
tuned_isotonic_calibrated_ms_space,691.0522687814142,0.5356622043022219,4245.512529801661,0.5185773404459648
tuned_isotonic_calibrated_log_space,623.9817685473618,0.4632289340884429,4008.03960297327,0.38020109971151356
tuned_binned_median_calibrated,631.6448838221339,0.5180055098551327,3950.1587499944794,0.4241148783702403
