actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,225.8586966011135
1,205,2.063496141463464,378.6368804861746
2,205,41.92527127804887,726.0230856983543
3,205,793.6268183219512,1971.2015263640433
4,205,1935.0407731853659,2440.478233708736
5,205,3544.9267041365856,2975.1074846651222
6,205,5350.791532229268,3788.4306793840005
7,206,8057.945603694175,3521.115422554512
8,205,12312.477549234147,4607.277248514569
9,205,24313.506128058536,8873.65200984522
