actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,1874.8926598035687
1,205,2.063496141463464,2080.3830704782226
2,205,41.92527127804887,2840.0605032734697
3,205,793.6268183219512,4599.325479185915
4,205,1935.0407731853659,5297.447473699063
5,205,3544.9267041365856,5517.45090957169
6,205,5350.791532229268,6770.476124793876
7,206,8057.945603694175,6036.534260961898
8,205,12312.477549234147,7579.542214350133
9,205,24313.506128058536,12608.433344805264
