actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,258.90080463150684
1,205,2.063496141463464,336.86078055356205
2,205,41.92527127804887,761.3106746006438
3,205,793.6268183219512,1811.6432149611228
4,205,1935.0407731853659,2432.031936325014
5,205,3544.9267041365856,2690.205121607334
6,205,5350.791532229268,3709.258247233229
7,206,8057.945603694175,3314.0867319691342
8,205,12312.477549234147,4591.751088140601
9,205,24313.506128058536,9244.021767730479
