actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,199.1920563883314
1,205,2.063496141463464,366.49959995027854
2,205,41.92527127804887,801.8566131441343
3,205,793.6268183219512,1917.5273311230405
4,205,1935.0407731853659,2500.6081982683113
5,205,3544.9267041365856,3096.833504229479
6,205,5350.791532229268,3843.0121511842544
7,206,8057.945603694175,3615.365023599731
8,205,12312.477549234147,4649.112518855491
9,205,24313.506128058536,9056.200703930275
