actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,195.42108142579136
1,205,2.063496141463464,307.68904570192524
2,205,41.92527127804887,763.4873695251322
3,205,793.6268183219512,1977.9010033777197
4,205,1935.0407731853659,2588.8947751720025
5,205,3544.9267041365856,3114.9613748837746
6,205,5350.791532229268,4440.51316940744
7,206,8057.945603694175,3983.1001394327036
8,205,12312.477549234147,5567.962577583087
9,205,24313.506128058536,12217.006169303875
