actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,203.77894620266025
1,205,2.063496141463464,302.58681261377546
2,205,41.92527127804887,739.0100271993615
3,205,793.6268183219512,1995.4688993293837
4,205,1935.0407731853659,2499.008644096832
5,205,3544.9267041365856,3071.547778450622
6,205,5350.791532229268,4112.62540765882
7,206,8057.945603694175,3798.447556018336
8,205,12312.477549234147,5200.582829903921
9,205,24313.506128058536,10723.574254728072
