actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,185.12061598918288
1,205,2.063496141463464,354.3211402561799
2,205,41.92527127804887,780.546510973529
3,205,793.6268183219512,2005.9616101305146
4,205,1935.0407731853659,2458.770867449665
5,205,3544.9267041365856,3122.5056340928036
6,205,5350.791532229268,4170.095346256138
7,206,8057.945603694175,3886.138759941175
8,205,12312.477549234147,5339.934134520489
9,205,24313.506128058536,11249.285434829013
