actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,71.51039175504177
1,205,2.063496141463464,136.20574811566826
2,205,41.92527127804887,384.93853697489857
3,205,793.6268183219512,1406.2684096367857
4,205,1935.0407731853659,1823.524562810925
5,205,3544.9267041365856,2242.4538229869163
6,205,5350.791532229268,2945.5474625125476
7,206,8057.945603694175,2704.2618685433927
8,205,12312.477549234147,3488.2254265153133
9,205,24313.506128058536,6986.169420523615
