actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,174.4143736375732
1,205,2.063496141463464,270.3768062708516
2,205,41.92527127804887,695.3803165796529
3,205,793.6268183219512,2019.6289003817203
4,205,1935.0407731853659,2526.5355900430677
5,205,3544.9267041365856,3242.0784557259612
6,205,5350.791532229268,4910.343244260374
7,206,8057.945603694175,4516.585947182154
8,205,12312.477549234147,6147.538509936176
9,205,24313.506128058536,12381.493831277434
