actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,187.8274671965854
1,205,2.063496141463464,297.8547418089703
2,205,41.92527127804887,723.181156282359
3,205,793.6268183219512,1813.5221309988247
4,205,1935.0407731853659,2331.6190557158525
5,205,3544.9267041365856,2998.0954716130796
6,205,5350.791532229268,3929.5012155118297
7,206,8057.945603694175,3476.068646014599
8,205,12312.477549234147,4951.699832011321
9,205,24313.506128058536,10901.4444895331
