actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,192.0926553574223
1,205,2.063496141463464,376.80274299430596
2,205,41.92527127804887,718.1562852024335
3,205,793.6268183219512,1921.4138070330075
4,205,1935.0407731853659,2390.0927554933796
5,205,3544.9267041365856,2939.78705712664
6,205,5350.791532229268,3915.759296071683
7,206,8057.945603694175,3619.9413894215722
8,205,12312.477549234147,4841.682772785178
9,205,24313.506128058536,9975.040937102638
