actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,177.42362869101427
1,205,2.063496141463464,323.8408397642034
2,205,41.92527127804887,909.0055266137755
3,205,793.6268183219512,1857.0255485346393
4,205,1935.0407731853659,2371.870575088499
5,205,3544.9267041365856,3039.848551437528
6,205,5350.791532229268,4007.1009389523015
7,206,8057.945603694175,3800.6370432177064
8,205,12312.477549234147,5175.544775148516
9,205,24313.506128058536,10536.362045221953
