actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,195.24578369100087
1,205,2.063496141463464,303.913649737716
2,205,41.92527127804887,759.289008616403
3,205,793.6268183219512,1949.709513885472
4,205,1935.0407731853659,2552.777422964568
5,205,3544.9267041365856,3167.291139241571
6,205,5350.791532229268,4455.057811226186
7,206,8057.945603694175,3997.561377320013
8,205,12312.477549234147,5537.661224649265
9,205,24313.506128058536,12520.786926449486
