actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,182.24148080239817
1,205,2.063496141463464,277.3490843204189
2,205,41.92527127804887,698.620042205311
3,205,793.6268183219512,1956.7346119097508
4,205,1935.0407731853659,2475.898805814759
5,205,3544.9267041365856,3139.9732610838437
6,205,5350.791532229268,4584.819209964271
7,206,8057.945603694175,4291.548561141691
8,205,12312.477549234147,5481.692845671588
9,205,24313.506128058536,12006.527358236723
