,0
n,13500.0
n_scenarios,15.0
route_mae_ms,602.1321417726932
scheduler_mae_ms,47.83363741913013
compute_mae_ms,56.02057261128865
ttft_mae_ms,680.5643925699178
ttft_r2,0.5226999717959704
