actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,197.96174356624755
1,205,2.063496141463464,350.1426643883511
2,205,41.92527127804887,698.9298998834958
3,205,793.6268183219512,1892.5527747236933
4,205,1935.0407731853659,2356.5456846904394
5,205,3544.9267041365856,3051.482234057481
6,205,5350.791532229268,3902.7553372986263
7,206,8057.945603694175,3748.118631153395
8,205,12312.477549234147,5205.814360713486
9,205,24313.506128058536,11169.047116741382
