actual_decile,n,mean_actual,mean_predicted
0,206,0.3314249660194927,192.00598443593682
1,205,2.063496141463464,334.9582624356896
2,205,41.92527127804887,745.855961964807
3,205,793.6268183219512,2001.503400501077
4,205,1935.0407731853659,2467.4910262187545
5,205,3544.9267041365856,3042.093666409628
6,205,5350.791532229268,3998.6814888092954
7,206,8057.945603694175,3802.970298609266
8,205,12312.477549234147,5272.307842183935
9,205,24313.506128058536,10851.80384859124
