prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,11.3493
0,0,1,32,11.456
0,0,1,64,11.243
0,0,1,128,12.6933
0,0,1,256,13.4827
0,0,1,512,14.8693
0,0,1,1024,15.7337
0,0,1,2048,16.736
0,0,1,4096,19.008
0,0,1,8192,24.1493
0,0,1,16384,33.0347
0,0,2,16,11.3067
0,0,2,32,11.4027
0,0,2,64,11.2
0,0,2,128,12.4373
0,0,2,256,13.6107
0,0,2,512,15.5413
0,0,2,1024,16.864
0,0,2,2048,18.88
0,0,2,4096,23.7333
0,0,2,8192,33.28
0,0,2,16384,50.688
0,0,4,16,11.9893
0,0,4,32,11.968
0,0,4,64,12.1493
0,0,4,128,13.44
0,0,4,256,14.3683
0,0,4,512,17.5147
0,0,4,1024,19.0507
0,0,4,2048,24.0107
0,0,4,4096,32.416
0,0,4,8192,51.552
0,0,4,16384,87.67
0,0,8,16,12.6507
0,0,8,32,12.768
0,0,8,64,12.6827
0,0,8,128,14.08
0,0,8,256,14.912
0,0,8,512,19.4987
0,0,8,1024,24.64
0,0,8,2048,33.771
0,0,8,4096,51.4133
0,0,8,8192,87.712
0,0,8,16384,158.145
0,0,16,16,13.0133
0,0,16,32,13.227
0,0,16,64,13.3123
0,0,16,128,15.072
0,0,16,256,17.0347
0,0,16,512,24.9493
0,0,16,1024,34.6667
0,0,16,2048,51.563
0,0,16,4096,88.064
0,0,16,8192,158.091
0,0,16,16384,298.859
0,0,32,16,17.2373
0,0,32,32,17.2693
0,0,32,64,17.536
0,0,32,128,21.0777
0,0,32,256,24.256
0,0,32,512,37.184
0,0,32,1024,56.3733
0,0,32,2048,90.7947
0,0,32,4096,160.96
0,0,32,8192,299.894
0,0,32,16384,580.299
0,0,64,16,23.7227
0,0,64,32,24.2453
0,0,64,64,25.0133
0,0,64,128,30.9013
0,0,64,256,39.36
0,0,64,512,61.227
0,0,64,1024,96.534
0,0,64,2048,165.622
0,0,64,4096,302.134
0,0,64,8192,578.657
0,0,64,16384,1134.6
0,0,128,16,37.291
0,0,128,32,37.8133
0,0,128,64,38.3253
0,0,128,128,51.3387
0,0,128,256,66.7627
0,0,128,512,106.795
0,0,128,1024,176.587
0,0,128,2048,311.573
0,0,128,4096,582.688
0,0,128,8192,1134.46
0,0,128,16384,2244.39
16,0,0,0,11.7333
16,0,1,16,11.6373
16,0,1,32,11.6587
16,0,1,64,11.648
16,0,1,128,12.4053
16,0,1,256,13.3013
16,0,1,512,15.2
16,0,1,1024,16.3093
16,0,1,2048,17.0773
16,0,1,4096,19.7763
16,0,1,8192,24.896
16,0,1,16384,34.24
16,0,2,16,12.2347
16,0,2,32,12.1707
16,0,2,64,12.1173
16,0,2,128,13.1093
16,0,2,256,14.4533
16,0,2,512,15.648
16,0,2,1024,17.2907
16,0,2,2048,19.7227
16,0,2,4096,24.309
16,0,2,8192,33.952
16,0,2,16384,51.7123
16,0,4,16,12.2453
16,0,4,32,12.4053
16,0,4,64,12.32
16,0,4,128,13.6107
16,0,4,256,14.3573
16,0,4,512,17.728
16,0,4,1024,19.2
16,0,4,2048,24.0533
16,0,4,4096,33.6533
16,0,4,8192,51.84
16,0,4,16384,87.0507
16,0,8,16,12.64
16,0,8,32,12.8213
16,0,8,64,12.7897
16,0,8,128,14.1867
16,0,8,256,14.9973
16,0,8,512,21.9413
16,0,8,1024,25.024
16,0,8,2048,35.4773
16,0,8,4096,52.48
16,0,8,8192,88.672
16,0,8,16384,158.379
16,0,16,16,15.776
16,0,16,32,16.224
16,0,16,64,16.1817
16,0,16,128,16.928
16,0,16,256,17.1197
16,0,16,512,24.448
16,0,16,1024,34.9547
16,0,16,2048,52.9493
16,0,16,4096,88.1173
16,0,16,8192,158.933
16,0,16,16384,300.043
16,0,32,16,17.344
16,0,32,32,17.4613
16,0,32,64,17.5573
16,0,32,128,20.7573
16,0,32,256,24.5653
16,0,32,512,37.4507
16,0,32,1024,56.1493
16,0,32,2048,91.6373
16,0,32,4096,160.224
16,0,32,8192,299.638
16,0,32,16384,580.502
16,0,64,16,24.2987
16,0,64,32,24.288
16,0,64,64,25.0347
16,0,64,128,31.0293
16,0,64,256,39.5307
16,0,64,512,61.7173
16,0,64,1024,96.3947
16,0,64,2048,165.494
16,0,64,4096,303.264
16,0,64,8192,579.116
16,0,64,16384,1136
16,16,0,0,11.744
16,16,1,16,11.6373
16,16,1,32,11.68
16,16,1,64,11.6693
16,16,1,128,12.4373
16,16,1,256,13.4507
16,16,1,512,15.6267
16,16,1,1024,16.2027
16,16,1,2048,17.1947
16,16,1,4096,19.6587
16,16,1,8192,24.7893
16,16,1,16384,34.4217
16,16,2,16,12.2773
16,16,2,32,12.3947
16,16,2,64,12.1387
16,16,2,128,13.0667
16,16,2,256,14.2507
16,16,2,512,15.84
16,16,2,1024,17.2693
16,16,2,2048,19.4987
16,16,2,4096,24.1173
16,16,2,8192,34.272
16,16,2,16384,52.4803
16,16,4,16,12.3413
16,16,4,32,12.384
16,16,4,64,12.4053
16,16,4,128,13.6533
16,16,4,256,14.4533
16,16,4,512,17.7387
16,16,4,1024,19.3493
16,16,4,2048,24.3097
16,16,4,4096,33.8027
16,16,4,8192,52.9387
16,16,4,16384,88.0213
16,16,8,16,12.6613
16,16,8,32,12.736
16,16,8,64,12.8323
16,16,8,128,14.112
16,16,8,256,14.8053
16,16,8,512,21.9733
16,16,8,1024,24.7893
16,16,8,2048,35.3813
16,16,8,4096,52.5337
16,16,8,8192,88.7467
16,16,8,16384,159.158
16,16,16,16,15.9573
16,16,16,32,16.064
16,16,16,64,15.936
16,16,16,128,16.576
16,16,16,256,17.952
16,16,16,512,24.576
16,16,16,1024,34.6667
16,16,16,2048,52.896
16,16,16,4096,88.192
16,16,16,8192,158.784
16,16,16,16384,299.04
16,16,32,16,17.2373
16,16,32,32,17.2057
16,16,32,64,17.4293
16,16,32,128,20.8747
16,16,32,256,24.9067
16,16,32,512,37.4187
16,16,32,1024,56.608
16,16,32,2048,91.264
16,16,32,4096,159.819
16,16,32,8192,298.742
16,16,32,16384,580.502
16,16,64,16,24.4267
16,16,64,32,24.64
16,16,64,64,25.12
16,16,64,128,30.9227
16,16,64,256,39.4453
16,16,64,512,61.963
16,16,64,1024,97.3017
16,16,64,2048,165.92
16,16,64,4096,302.849
16,16,64,8192,577.334
16,16,64,16384,1135.25
16,32,0,0,11.68
16,32,1,16,11.6477
16,32,1,32,11.6693
16,32,1,64,11.6267
16,32,1,128,12.5227
16,32,1,256,13.3013
16,32,1,512,15.2853
16,32,1,1024,16.096
16,32,1,2048,17.2693
16,32,1,4096,19.9147
16,32,1,8192,24.352
16,32,1,16384,33.92
16,32,2,16,12.2453
16,32,2,32,12.3523
16,32,2,64,12.2137
16,32,2,128,13.28
16,32,2,256,14.0907
16,32,2,512,15.7013
16,32,2,1024,16.9493
16,32,2,2048,19.4987
16,32,2,4096,24.3417
16,32,2,8192,34.6347
16,32,2,16384,52.288
16,32,4,16,12.1813
16,32,4,32,12.2343
16,32,4,64,12.352
16,32,4,128,13.5253
16,32,4,256,14.4853
16,32,4,512,17.4933
16,32,4,1024,19.4773
16,32,4,2048,24.576
16,32,4,4096,34.0053
16,32,4,8192,52.128
16,32,4,16384,88.8427
16,32,8,16,12.8
16,32,8,32,12.7573
16,32,8,64,12.832
16,32,8,128,14.1017
16,32,8,256,14.944
16,32,8,512,22.176
16,32,8,1024,25.024
16,32,8,2048,34.912
16,32,8,4096,52.5547
16,32,8,8192,88.2667
16,32,8,16384,159.19
16,32,16,16,15.84
16,32,16,32,15.84
16,32,16,64,16.352
16,32,16,128,17.44
16,32,16,256,17.664
16,32,16,512,25.0667
16,32,16,1024,34.336
16,32,16,2048,53.12
16,32,16,4096,89.6213
16,32,16,8192,160.085
16,32,16,16384,301.238
16,32,32,16,17.2373
16,32,32,32,17.6533
16,32,32,64,17.4613
