pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0396,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0634,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.0384,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0121,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0132,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0084,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0145,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0748,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.0221,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1558,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,-0.1244,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,-0.0539,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.173,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,-0.0497,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.2655,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,-0.0116,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.043,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0091,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,-0.0273,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0426,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,-0.0293,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0629,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0611,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0588,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0641,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0493,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.0649,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0053,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0157,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.0095,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.1963,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0047,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.2283,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.1009,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0815,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0268,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0824,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0175,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0823,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,-0.0121,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,-0.0087,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.0248,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,-0.0103,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1571,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0038,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.1974,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0407,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0003,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.1782,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.0827,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.1146,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0052,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.1488,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.1312,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,-0.0266,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.1176,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,-0.0241,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.0433,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.0433,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.0447,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.0462,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.011,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.0415,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,-0.0692,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,-0.1529,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,-0.4504,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.2612,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,-0.2477,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.4336,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.1036,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.0407,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.185,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.0595,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,-0.7235,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.1095,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,-0.0398,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,-0.4374,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,-0.1272,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.1332,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.2162,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.1816,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.0103,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.0023,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.0538,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.1666,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.0509,1
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.5899,4
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,-0.019,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,-0.0135,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.112,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,-0.0345,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.0036,1
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.0167,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,-0.0079,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,-0.3505,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.0231,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,-0.0069,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,-0.0478,1
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.0205,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0715,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.0343,1
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5302,1
16,n<=4,sr<=70%,kvB<=1k,kp<=512,3.1258,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.8201,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.5614,3
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.0314,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.3964,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.0098,1
16,n<=4,sr<=70%,kvB<=4k,kp<=512,0.0544,2
16,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.0724,2
16,n<=4,sr<=70%,kvB<=4k,kp=0,0.026,2
