series,request_count,Router queue,Scheduler queue,KV transfer,Compute / prefill,RTT / other comm,Total
A: all,300,17932.53651289333,95.27145702666667,0.0,1349.6110554433335,0.0,19377.419025363335
B: all,300,16585.409590293333,101.27898298333334,0.0,1349.5457413666666,0.19572005,18036.430034693334
B: redirected only,93,33000.284774204294,66.855124,0.0,1355.3714637526882,0.631355,34423.14271695699
B: not redirected only,207,9210.610594623187,116.74477470048308,0.0,1346.928387830918,0.0,10674.283757154586
C: all,300,16585.409590293333,101.27898298333334,0.0,1349.5457413666666,0.19572005,18036.430034693334
C: redirected only,93,33000.284774204294,66.855124,0.0,1355.3714637526882,0.631355,34423.14271695699
C: not redirected only,207,9210.610594623187,116.74477470048308,0.0,1346.928387830918,0.0,10674.283757154586
