feature_set,fold,test_scenario,target,group,n_test,full_mae_ms,ablated_mae_ms,mae_increase_ms,full_r2,partial_r2
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,compute_prefill_ms,kv_movement,900,23.95967164539341,24.22673514265245,0.2670634972590413,-41.15797064613912,0.9212168801757272
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,request_demand,900,447.0742868432635,90.07626976933334,-356.99801707393016,-21356.31283045656,-20623.82940008274
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,nominal_reuse,900,447.0742868432635,189.02934946682655,-258.04493737643696,-21356.31283045656,-16212.41290570073
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,realized_reuse,900,447.0742868432635,935.6174821944537,488.5431953511902,-21356.31283045656,36757.08282860332
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,offered_load,900,447.0742868432635,408.78194071431,-38.29234612895351,-21356.31283045656,-1936.6192867153914
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,home_cell_load,900,447.0742868432635,162.76948073127002,-284.30480611199346,-21356.31283045656,-18994.151352386663
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,policy,900,447.0742868432635,415.8061525773847,-31.268134265878814,-21356.31283045656,-2488.3718164645834
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,routing_result,900,447.0742868432635,476.03217508810224,28.957888244838728,-21356.31283045656,2472.086242135105
common,7,2026-07-14_input_reuse_90s_sweep/input512_reuse00,e2e_ttft_ms,kv_movement,900,447.0742868432635,439.2208723334033,-7.853414509860215,-21356.31283045656,-544.2897209873809
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,request_demand,900,3587.07345077954,1437.8480933330554,-2149.225357446485,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,nominal_reuse,900,3587.07345077954,1130.412628122527,-2456.6608226570133,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,realized_reuse,900,3587.07345077954,824.7588822593154,-2762.3145685202244,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,offered_load,900,3587.07345077954,3718.0643713214304,130.99092054189032,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,home_cell_load,900,3587.07345077954,3553.594606513836,-33.47884426570408,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,policy,900,3587.07345077954,3580.2746143553513,-6.798836424188721,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,routing_result,900,3587.07345077954,3279.315611308521,-307.757839471019,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,router_queue_ms,kv_movement,900,3587.07345077954,3619.3146237598767,32.241172980336614,0.0,0.0
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,request_demand,900,21.032298141326976,20.480170181271944,-0.5521279600550315,-34.08205490648692,-1.8563804160802135
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,nominal_reuse,900,21.032298141326976,21.99952152261576,0.9672233812887825,-34.08205490648692,3.2964145366253135
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,realized_reuse,900,21.032298141326976,23.285222552420567,2.2529244110935913,-34.08205490648692,7.999031352553182
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,offered_load,900,21.032298141326976,20.97270605220744,-0.05959208911953695,-34.08205490648692,0.06694401027422003
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,home_cell_load,900,21.032298141326976,8.373344116925205,-12.65895402440177,-34.08205490648692,-31.684762322658415
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,policy,900,21.032298141326976,21.00284449667632,-0.02945364465065481,-34.08205490648692,-0.22259984361948426
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,routing_result,900,21.032298141326976,21.093679718668916,0.061381577341940385,-34.08205490648692,0.17764903566497026
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,scheduler_queue_ms,kv_movement,900,21.032298141326976,21.329097134028984,0.2967989927020085,-34.08205490648692,0.9953101279021581
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,request_demand,900,17.16843426026707,27.319182068960778,10.150747808693708,-84.35447283624889,50.81593735785911
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,nominal_reuse,900,17.16843426026707,22.375994122964787,5.2075598626977175,-84.35447283624889,4.357674808525658
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,realized_reuse,900,17.16843426026707,20.88417964459104,3.71574538432397,-84.35447283624889,-2.4149513108701086
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,offered_load,900,17.16843426026707,16.60759963451815,-0.560834625748921,-84.35447283624889,-4.086696025225052
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,home_cell_load,900,17.16843426026707,9.991267380192932,-7.177166880074138,-84.35447283624889,-63.686854035869985
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,policy,900,17.16843426026707,17.11852022655228,-0.04991403371478853,-84.35447283624889,-0.4134645510934831
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,routing_result,900,17.16843426026707,17.379278705067,0.2108444447999318,-84.35447283624889,0.14346408384858478
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,compute_prefill_ms,kv_movement,900,17.16843426026707,17.05733973491425,-0.11109452535281861,-84.35447283624889,1.0281031416234327
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,request_demand,900,3580.7604310827383,1438.721538637796,-2142.0388924449426,-429051.72149399715,-303323.7723083907
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,nominal_reuse,900,3580.7604310827383,1152.3806570132383,-2428.3797740695,-429051.72149399715,-333807.29253417964
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,realized_reuse,900,3580.7604310827383,860.2735194028629,-2720.4869116798754,-429051.72149399715,-363116.32999211387
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,offered_load,900,3580.7604310827383,3706.347260958589,125.58682987585053,-429051.72149399715,247.05526259343605
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,home_cell_load,900,3580.7604310827383,3544.493329907211,-36.26710117552739,-429051.72149399715,-80988.19301928917
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,policy,900,3580.7604310827383,3572.8076788496464,-7.952752233091815,-429051.72149399715,-11798.617954226036
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,routing_result,900,3580.7604310827383,3275.468170134047,-305.29226094869136,-429051.72149399715,-46169.47427888069
common,8,2026-07-14_input_reuse_90s_sweep/input512_reuse025,e2e_ttft_ms,kv_movement,900,3580.7604310827383,3626.6162581178028,45.85582703506452,-429051.72149399715,8141.699622194981
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,request_demand,900,229.68217050800735,30.70490760100615,-198.9772629070012,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,nominal_reuse,900,229.68217050800735,1224.4643525799054,994.782182071898,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,realized_reuse,900,229.68217050800735,699.3167773233423,469.63460681533496,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,offered_load,900,229.68217050800735,312.396886291354,82.71471578334666,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,home_cell_load,900,229.68217050800735,21.56078111167157,-208.1213893963358,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,policy,900,229.68217050800735,216.1996088975621,-13.48256161044526,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,routing_result,900,229.68217050800735,287.19945689021563,57.51728638220828,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,router_queue_ms,kv_movement,900,229.68217050800735,221.95731864326203,-7.724851864745318,0.0,0.0
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,request_demand,900,21.3243852669942,20.59190203394231,-0.7324832330518873,-41.525792912913616,-2.8030428241438585
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,nominal_reuse,900,21.3243852669942,20.95211884891724,-0.3722664180769577,-41.525792912913616,-1.40937366920069
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,realized_reuse,900,21.3243852669942,20.477324139369667,-0.8470611276245315,-41.525792912913616,-3.1621102802103564
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,offered_load,900,21.3243852669942,21.827639732266615,0.5032544652724162,-41.525792912913616,2.2324519863075736
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,home_cell_load,900,21.3243852669942,8.463894498626612,-12.860490768367587,-41.525792912913616,-38.53112200503767
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,policy,900,21.3243852669942,21.249859460213024,-0.07452580678117471,-41.525792912913616,-0.420919191486
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,routing_result,900,21.3243852669942,21.249310589069193,-0.07507467792500577,-41.525792912913616,-0.31029726673416747
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,scheduler_queue_ms,kv_movement,900,21.3243852669942,21.034038820913885,-0.29034644608031357,-41.525792912913616,-1.0978432744928739
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,request_demand,900,25.16875727316153,29.46131622106735,4.292558947905821,-120.19257407910922,18.899803788819952
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,nominal_reuse,900,25.16875727316153,21.707973596820654,-3.460783676340874,-120.19257407910922,-32.642121465512446
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,realized_reuse,900,25.16875727316153,23.782140862567463,-1.3866164105940655,-120.19257407910922,-17.295485589213285
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,offered_load,900,25.16875727316153,25.166813922149817,-0.0019433510117110586,-120.19257407910922,2.662707092567345
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,home_cell_load,900,25.16875727316153,23.22572327202828,-1.943034001133249,-120.19257407910922,-28.96987266704437
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,policy,900,25.16875727316153,25.16272081494091,-0.006036458220616936,-120.19257407910922,0.1011216863636264
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,routing_result,900,25.16875727316153,25.15884192214653,-0.00991535101499963,-120.19257407910922,-0.2219125301344178
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,compute_prefill_ms,kv_movement,900,25.16875727316153,25.238970724487658,0.07021345132612922,-120.19257407910922,0.5174537329626503
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,request_demand,900,263.41295564980135,70.24542087078123,-193.16753477902012,-14563.936589466033,-13403.558432280077
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,nominal_reuse,900,263.41295564980135,1236.7800793488054,973.3671236990041,-14563.936589466033,101598.94787203266
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,realized_reuse,900,263.41295564980135,721.3611585034272,457.94820285362584,-14563.936589466033,44653.0715642413
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,offered_load,900,263.41295564980135,344.22388773492514,80.8109320851238,-14563.936589466033,8082.430289597229
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,home_cell_load,900,263.41295564980135,59.1780829451776,-204.23487270462374,-14563.936589466033,-14181.101794731321
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,policy,900,263.41295564980135,250.83555845724294,-12.577397192558408,-14563.936589466033,-1946.0060806046804
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,routing_result,900,263.41295564980135,320.5953352596716,57.182379609870225,-14563.936589466033,5049.756093356973
common,9,2026-07-14_input_reuse_90s_sweep/input512_reuse05,e2e_ttft_ms,kv_movement,900,263.41295564980135,253.4948589523626,-9.918096697438756,-14563.936589466033,-824.0515249883156
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,request_demand,900,60.549741448648554,9.135359507223349,-51.414381941425205,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,nominal_reuse,900,60.549741448648554,33.5950301479382,-26.95471130071035,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,realized_reuse,900,60.549741448648554,141.13242708082248,80.58268563217393,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,offered_load,900,60.549741448648554,554.6302282674158,494.0804868187672,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,home_cell_load,900,60.549741448648554,0.0,-60.549741448648554,0.0,-1.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,policy,900,60.549741448648554,49.062215384804325,-11.487526063844228,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,routing_result,900,60.549741448648554,53.821776123542726,-6.727965325105828,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,router_queue_ms,kv_movement,900,60.549741448648554,66.85081201039033,6.301070561741774,0.0,0.0
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,request_demand,900,29.79012470564277,29.017335131900584,-0.7727895737421875,-61.483842599529815,-2.7126756572285586
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,nominal_reuse,900,29.79012470564277,31.188759406323435,1.3986347006806632,-61.483842599529815,5.020538053044767
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,realized_reuse,900,29.79012470564277,29.37991567915896,-0.4102090264838125,-61.483842599529815,-1.4145156860825736
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,offered_load,900,29.79012470564277,34.63499366461845,4.8448689589756775,-61.483842599529815,19.37022053794839
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,home_cell_load,900,29.79012470564277,12.239817505466858,-17.550307200175915,-61.483842599529815,-55.42458222169796
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,policy,900,29.79012470564277,29.711893940193395,-0.07823076544937635,-61.483842599529815,-0.4326489530632287
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,routing_result,900,29.79012470564277,29.860644156791388,0.07051945114861624,-61.483842599529815,0.19457898478562186
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,scheduler_queue_ms,kv_movement,900,29.79012470564277,30.340590986818803,0.5504662811760319,-61.483842599529815,1.9723071821694944
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,request_demand,900,24.70458601083946,35.3646039701458,10.66001795930634,-34.8447196021472,34.95156477821427
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,nominal_reuse,900,24.70458601083946,24.51674408017328,-0.18784193066618116,-34.8447196021472,-0.2952814035573539
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,realized_reuse,900,24.70458601083946,25.428577832685765,0.7239918218463046,-34.8447196021472,1.606189515450147
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,offered_load,900,24.70458601083946,24.421297911705494,-0.2832880991339657,-34.8447196021472,1.3037847001408664
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,home_cell_load,900,24.70458601083946,9.25884068287156,-15.4457453279679,-34.8447196021472,-29.481103940880537
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,policy,900,24.70458601083946,24.694795191290023,-0.009790819549436947,-34.8447196021472,-0.12228538103312303
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,routing_result,900,24.70458601083946,24.878674361056053,0.17408835021659286,-34.8447196021472,0.4773076241053289
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,compute_prefill_ms,kv_movement,900,24.70458601083946,24.38420866934991,-0.3203773414895501,-34.8447196021472,-0.416714484890889
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,request_demand,900,129.5690402731652,78.60491184125149,-50.96412843191371,-1726.7496413099564,-1444.0249805489718
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,nominal_reuse,900,129.5690402731652,103.10670080083183,-26.46233947233337,-1726.7496413099564,-823.8763697874768
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,realized_reuse,900,129.5690402731652,206.69849360763982,77.12945333447462,-1726.7496413099564,2959.9087184263108
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,offered_load,900,129.5690402731652,619.60584980312,490.0368095299548,-1726.7496413099564,28363.27421780037
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,home_cell_load,900,129.5690402731652,68.43723907,-61.131801203165196,-1726.7496413099564,-1658.032722640622
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,policy,900,129.5690402731652,118.69359186851918,-10.875448404646022,-1726.7496413099564,-500.49657525964767
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,routing_result,900,129.5690402731652,123.0479209100544,-6.521119363110799,-1726.7496413099564,-235.88257726739516
common,10,2026-07-14_input_reuse_sweep_60s/input512_reuse00,e2e_ttft_ms,kv_movement,900,129.5690402731652,137.2693673573934,7.700327084228206,-1726.7496413099564,270.87348943554525
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,request_demand,900,1761.8666176613638,1331.251361178134,-430.6152564832298,-12.697867878791602,-3.348269363302993
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,nominal_reuse,900,1761.8666176613638,2066.6920994592024,304.8254817978386,-12.697867878791602,3.425605563504188
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,realized_reuse,900,1761.8666176613638,2130.1903084209857,368.32369075962197,-12.697867878791602,3.0344961974062024
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,offered_load,900,1761.8666176613638,1636.1212370696162,-125.74538059174756,-12.697867878791602,-0.35783555723548943
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,home_cell_load,900,1761.8666176613638,1593.2618320458214,-168.60478561554237,-12.697867878791602,-4.403992580218054
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,policy,900,1761.8666176613638,1765.2406389604107,3.3740212990469445,-12.697867878791602,-0.12047539192293932
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,routing_result,900,1761.8666176613638,1787.2097511090747,25.343133447710898,-12.697867878791602,0.260145104685952
common,11,2026-07-14_prompt6000_120s_three_policy,router_queue_ms,kv_movement,900,1761.8666176613638,1770.3442854191487,8.477667757784957,-12.697867878791602,-0.22996138064558735
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,request_demand,900,22.857984075422593,22.705290031716988,-0.1526940437056048,0.08713901980122185,-0.006703509348790493
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,nominal_reuse,900,22.857984075422593,22.70564251665761,-0.15234155876498434,0.08713901980122185,-0.00795102188578467
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,realized_reuse,900,22.857984075422593,22.612913897625095,-0.24507017779749773,0.08713901980122185,-0.011347103251626023
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,offered_load,900,22.857984075422593,22.234796531382987,-0.623187544039606,0.08713901980122185,-0.00992153196486989
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,home_cell_load,900,22.857984075422593,25.58284253616096,2.7248584607383677,0.08713901980122185,0.11534096454368026
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,policy,900,22.857984075422593,22.570904340132767,-0.2870797352898258,0.08713901980122185,-0.0014697059857321504
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,routing_result,900,22.857984075422593,22.856700637246995,-0.0012834381755979507,0.08713901980122185,-3.654040056300101e-05
common,11,2026-07-14_prompt6000_120s_three_policy,scheduler_queue_ms,kv_movement,900,22.857984075422593,22.82215613890748,-0.03582793651511196,0.08713901980122185,-0.0024130457638605884
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,request_demand,900,47.394713731003414,41.847973865627736,-5.546739865375677,0.37921800747401757,-0.04237420008939552
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,nominal_reuse,900,47.394713731003414,48.04445628343415,0.6497425524307374,0.37921800747401757,0.007570638308625477
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,realized_reuse,900,47.394713731003414,49.910282535757176,2.5155688047537623,0.37921800747401757,0.027098803717004682
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,offered_load,900,47.394713731003414,48.19470785616596,0.7999941251625486,0.37921800747401757,0.0351724722333604
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,home_cell_load,900,47.394713731003414,50.61104044768815,3.2163267166847334,0.37921800747401757,0.07828254908918908
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,policy,900,47.394713731003414,47.35674974535213,-0.03796398565128101,0.37921800747401757,0.000141615119727323
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,routing_result,900,47.394713731003414,47.33330458259462,-0.06140914840879219,0.37921800747401757,-0.0013882865108172382
common,11,2026-07-14_prompt6000_120s_three_policy,compute_prefill_ms,kv_movement,900,47.394713731003414,47.616389521138224,0.2216757901348103,0.37921800747401757,0.001254558499404812
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,request_demand,900,1902.8235096385176,1506.2265056007184,-396.59700403779925,-12.42534947844748,-3.263746742712785
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,nominal_reuse,900,1902.8235096385176,2189.3213895833446,286.497879944827,-12.42534947844748,3.3206571304534123
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,realized_reuse,900,1902.8235096385176,2245.1598866593026,342.336377020785,-12.42534947844748,2.937549378188141
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,offered_load,900,1902.8235096385176,1742.263753557924,-160.55975608059362,-12.42534947844748,-0.3348403369683304
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,home_cell_load,900,1902.8235096385176,1699.0614266334908,-203.76208300502685,-12.42534947844748,-4.304558223138617
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,policy,900,1902.8235096385176,1905.174560655628,2.3510510171104215,-12.42534947844748,-0.12223019522784107
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,routing_result,900,1902.8235096385176,1929.726856600307,26.90334696178934,-12.42534947844748,0.25022240874000623
common,11,2026-07-14_prompt6000_120s_three_policy,e2e_ttft_ms,kv_movement,900,1902.8235096385176,1911.9150188347762,9.091509196258585,-12.42534947844748,-0.2777087318680671
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,request_demand,900,2515.623563726567,2410.9778053967407,-104.64575832982655,-1.4932424852250663,-0.09129735233551983
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,nominal_reuse,900,2515.623563726567,2944.320661509811,428.69709778324386,-1.4932424852250663,0.572306751425494
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,realized_reuse,900,2515.623563726567,2818.521639251432,302.8980755248649,-1.4932424852250663,0.20237840288485387
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,offered_load,900,2515.623563726567,2257.962287400491,-257.6612763260764,-1.4932424852250663,0.03416684633251865
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,home_cell_load,900,2515.623563726567,2621.1160060762086,105.49244234964135,-1.4932424852250663,-0.05771325389886428
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,policy,900,2515.623563726567,2569.025862495951,53.40229876938383,-1.4932424852250663,0.08473970535447695
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,routing_result,900,2515.623563726567,2563.600057024667,47.97649329809974,-1.4932424852250663,0.03139476658096507
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,router_queue_ms,kv_movement,900,2515.623563726567,2509.039448996033,-6.584114730534111,-1.4932424852250663,-0.114015628384597
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,request_demand,900,32.12306338870366,32.10815934562065,-0.014904043083014074,0.17883700523871982,0.00017159315872028458
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,nominal_reuse,900,32.12306338870366,32.11074484419654,-0.01231854450712433,0.17883700523871982,-0.0032808418895696745
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,realized_reuse,900,32.12306338870366,32.002556875183075,-0.1205065135205885,0.17883700523871982,-0.001492257052364998
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,offered_load,900,32.12306338870366,31.66285480405924,-0.46020858464442327,0.17883700523871982,-0.006583984955580213
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,home_cell_load,900,32.12306338870366,36.3893653297944,4.266301941090738,0.17883700523871982,0.13778568488684917
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,policy,900,32.12306338870366,31.95863654305278,-0.16442684565088328,0.17883700523871982,0.0030341256897454816
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,routing_result,900,32.12306338870366,32.12475238305068,0.0016889943470133062,0.17883700523871982,0.00010318302632650322
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,scheduler_queue_ms,kv_movement,900,32.12306338870366,32.024429403117686,-0.0986339855859768,0.17883700523871982,0.00018356774937844378
common,12,2026-07-14_prompt6000_90s_three_policy_良結果,compute_prefill_ms,request_demand,900,50.16361563050816,49.13419894898443,-1.0294166815237347,0.5317667735435375,-0.0021346681414102786
