feature_set,fold,test_scenario,target,group,n_test,full_mae_ms,ablated_mae_ms,mae_increase_ms,full_r2,partial_r2
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,router_queue_ms,routing_result,900,9725.06621509949,9630.111691867727,-94.95452323176323,-0.07374573675785245,-0.010262525590848393
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,router_queue_ms,kv_movement,900,9725.06621509949,9714.168805239884,-10.897409859606341,-0.07374573675785245,-0.0032600453917879246
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,request_demand,900,70.047956148625,69.0803560271433,-0.9676001214817092,0.05899086185558877,0.0006732149919602692
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,nominal_reuse,900,70.047956148625,68.3547408699691,-1.6932152786558987,0.05899086185558877,0.00018383553493250826
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,realized_reuse,900,70.047956148625,69.32404237656189,-0.7239137720631135,0.05899086185558877,0.00024954048951197905
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,offered_load,900,70.047956148625,65.48037353222276,-4.567582616402248,0.05899086185558877,0.0028169486770465157
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,home_cell_load,900,70.047956148625,75.72683071085062,5.678874562225616,0.05899086185558877,0.050677284990480964
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,policy,900,70.047956148625,69.68311347754187,-0.3648426710831387,0.05899086185558877,-0.00044693335338164
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,routing_result,900,70.047956148625,70.00141652997887,-0.046539618646136205,0.05899086185558877,-9.7395750275453e-05
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,scheduler_queue_ms,kv_movement,900,70.047956148625,69.60556194389137,-0.4423942047336311,0.05899086185558877,0.0028525674878282503
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,request_demand,900,48.50113967217348,45.156707353772916,-3.344432318400564,0.8260269842267971,0.00939072795469964
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,nominal_reuse,900,48.50113967217348,47.74807363647586,-0.7530660356976213,0.8260269842267971,0.008681196999794416
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,realized_reuse,900,48.50113967217348,50.69794060733952,2.1968009351660385,0.8260269842267971,-0.0007303197417192209
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,offered_load,900,48.50113967217348,47.86308257839919,-0.6380570937742931,0.8260269842267971,-0.0006124859684837336
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,home_cell_load,900,48.50113967217348,51.10223035009425,2.601090677920773,0.8260269842267971,0.011020021815522973
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,policy,900,48.50113967217348,48.39269720999096,-0.10844246218251641,0.8260269842267971,-0.0002809926873048596
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,routing_result,900,48.50113967217348,48.58011076884488,0.07897109667140256,0.8260269842267971,8.233310545247008e-05
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,compute_prefill_ms,kv_movement,900,48.50113967217348,48.10359722400872,-0.3975424481647565,0.8260269842267971,0.0010178887015637184
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,request_demand,900,9753.160121627463,9936.396729106564,183.2366074791007,-0.06990016742429472,0.05401419459094736
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,nominal_reuse,900,9753.160121627463,9310.50719294853,-442.6529286789337,-0.06990016742429472,-0.10585764711837253
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,realized_reuse,900,9753.160121627463,9235.974560957748,-517.1855606697154,-0.06990016742429472,-0.1496985437775017
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,offered_load,900,9753.160121627463,10318.928791508322,565.7686698808593,-0.06990016742429472,0.07918406137776746
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,home_cell_load,900,9753.160121627463,10112.94437964246,359.78425801499725,-0.06990016742429472,0.058787616737693504
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,policy,900,9753.160121627463,9762.615184785223,9.455063157760378,-0.06990016742429472,0.009604146242523814
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,routing_result,900,9753.160121627463,9652.385362370835,-100.77475925662839,-0.06990016742429472,-0.011303584702405445
common,3,2026-07-14_input_reuse_90s_sweep/input10000_reuse05,e2e_ttft_ms,kv_movement,900,9753.160121627463,9732.240202388157,-20.919919239306182,-0.06990016742429472,-0.0043243155260379584
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,request_demand,900,19.30219181385806,355.2223218538971,335.920130040039,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,nominal_reuse,900,19.30219181385806,14.435117535855785,-4.867074278002274,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,realized_reuse,900,19.30219181385806,37.94631971807159,18.644127904213533,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,offered_load,900,19.30219181385806,14.60419196119046,-4.697999852667598,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,home_cell_load,900,19.30219181385806,0.0,-19.30219181385806,0.0,-1.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,policy,900,19.30219181385806,9.021973232042887,-10.280218581815172,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,routing_result,900,19.30219181385806,23.648115565592953,4.345923751734894,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,router_queue_ms,kv_movement,900,19.30219181385806,18.85596398600003,-0.44622782785802784,0.0,0.0
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,request_demand,900,25.643571669652697,25.767318496434374,0.12374682678167659,-1.0166554357894482,0.04568064353617185
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,nominal_reuse,900,25.643571669652697,25.73996689852235,0.09639522886965324,-1.0166554357894482,0.029113567799269546
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,realized_reuse,900,25.643571669652697,25.54823034668363,-0.09534132296906606,-1.0166554357894482,-0.03360515254837204
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,offered_load,900,25.643571669652697,25.45094067754978,-0.19263099210291657,-1.0166554357894482,-0.054230276178687475
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,home_cell_load,900,25.643571669652697,24.599757009705467,-1.0438146599472304,-1.0166554357894482,-0.7265907681451012
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,policy,900,25.643571669652697,25.580769255526402,-0.0628024141262955,-1.0166554357894482,-0.005372623680639066
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,routing_result,900,25.643571669652697,25.6284702169773,-0.015101452675398974,-1.0166554357894482,-0.004143888590704581
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,scheduler_queue_ms,kv_movement,900,25.643571669652697,25.608235036522807,-0.03533663312989077,-1.0166554357894482,-0.013909177883717483
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,compute_prefill_ms,request_demand,900,26.564222293063672,17.775524160958046,-8.788698132105626,-32.90832450115528,-2.8083540579136326
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,compute_prefill_ms,nominal_reuse,900,26.564222293063672,26.596524815985575,0.03230252292190272,-32.90832450115528,0.07596690342190016
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,compute_prefill_ms,realized_reuse,900,26.564222293063672,26.208033935915,-0.35618835714867103,-32.90832450115528,-1.0519009547234148
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,compute_prefill_ms,offered_load,900,26.564222293063672,26.289242068830387,-0.2749802242332855,-32.90832450115528,-1.3000347146713054
common,4,2026-07-14_input_reuse_90s_sweep/input2000_reuse00,compute_prefill_ms,home_cell_load,900,26.564222293063672,18.320497220203517,-8.243725072860155,-32.90832450115528,-16.839261422677605
