load_multiplier,arm,label,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,mean_queue_ms,mean_communication_ms,mean_prefill_ms,makespan_s,redirects,prewarm_hits,prewarm_wasted,recorded_energy_wh,recorded_cost_yen,recorded_util_pct,projected_energy_wh,projected_cost_yen,projected_util_pct,projected_energy_mwh_per_request,mean_ttft_vs_all_tokyo_pct,p95_ttft_vs_all_tokyo_pct,projected_energy_vs_all_tokyo_pct,projected_cost_vs_all_tokyo_pct,mean_ttft_vs_kg_baseline_pct,p95_ttft_vs_kg_baseline_pct
1,all_tokyo_baseline,All Tokyo,300,264.5965091933333,225.5758295,488.99656035,578.2135126999999,19.908637646666666,1.2847278733333334,243.40314367333335,50.711951365,0,0,0,39.29301682688886,0.903739387018437,45.61085267079805,70.13386529344446,1.6130789017492158,91.2217053415961,233.7795509781482,0.0,0.0,0.0,0.0,-1.8854666097501638,-0.5625283933979541
1,kg_baseline,Tokyo + Kagoshima,300,269.68125929,228.9966225,491.76286610000005,578.6682568800001,19.744553773333337,6.533942853333333,243.40276266333336,50.711952744,0,0,0,39.301742808277766,0.8688635849868452,45.62375611087358,70.15131703738888,1.3346109400864914,91.24751222174716,233.8377234579629,1.9216996143178289,0.5657106765782016,0.024883476579251607,-17.26313333840985,0.0,0.0
1,kg_proposed,Tokyo + Kagoshima + prewarm,300,269.68125929,228.9966225,491.76286610000005,578.6682568800001,19.744553773333337,6.533942853333333,243.40276266333336,50.711952744,0,0,0,39.301742808277766,0.8688635849868452,45.62375611087358,70.15131703738888,1.3346109400864914,91.24751222174716,233.8377234579629,1.9216996143178289,0.5657106765782016,0.024883476579251607,-17.26313333840985,0.0,0.0
2,all_tokyo_baseline,All Tokyo,300,330.3806373433333,293.16017450000004,629.769376,808.5585163399993,41.8496057,1.2847278733333334,287.24630377,44.95978202,0,0,0,31.2120989522778,0.7178782759023843,39.56547250637093,54.93072443505557,1.2634066620062754,79.13094501274186,183.10241478351855,0.0,0.0,0.0,0.0,-2.109441786852728,-1.320882430336534
2,kg_baseline,Tokyo + Kagoshima,300,337.5000034466667,295.047972,638.1992376000001,803.0434810399994,42.908720503333335,6.533942853333333,288.05734008999997,44.979699751,0,0,0,31.225720988888902,0.6870798914610607,39.56513080707252,54.95464889744446,1.033581368032128,79.13026161414504,183.18216299148153,2.1548981080071306,1.3385632774878031,0.043553881065538924,-18.19091990612013,0.0,0.0
2,kg_proposed,Tokyo + Kagoshima + prewarm,300,337.5000034466667,295.047972,638.1992376000001,803.0434810399994,42.908720503333335,6.533942853333333,288.05734008999997,44.979699751,0,0,0,31.225720988888902,0.6870798914610607,39.56513080707252,54.95464889744446,1.033581368032128,79.13026161414504,183.18216299148153,2.1548981080071306,1.3385632774878031,0.043553881065538924,-18.19091990612013,0.0,0.0
3,all_tokyo_baseline,All Tokyo,300,402.7541037033333,346.8058225,737.89854255,918.0114582299996,62.85759368333333,1.2847278733333334,338.61178214666666,42.891008818,0,0,0,28.632551285277795,0.6585486795613852,37.56616527958752,50.116424634722236,1.1526777665986099,75.13233055917505,167.05474878240744,0.0,0.0,0.0,0.0,-1.246540789760009,-0.2887917483866853
3,kg_baseline,Tokyo + Kagoshima,300,407.83797036000004,351.0010805,740.0357046,927.3464250499997,62.69224536,6.533942853333333,338.61178214666666,42.896323209,0,0,0,28.63343700611112,0.6288983619653888,37.56151141023068,50.11731035555556,0.9388673818418326,75.12302282046136,167.05770118518518,1.2622755696144239,0.28962817064450697,0.0017673264598894178,-18.549016121626227,0.0,0.0
3,kg_proposed,Tokyo + Kagoshima + prewarm,300,407.83797036000004,351.0010805,740.0357046,927.3464250499997,62.69224536,6.533942853333333,338.61178214666666,42.896323209,0,0,2,28.63343700611112,0.6288983619653888,37.56151141023068,50.11731035555556,0.9388673818418326,75.12302282046136,167.05770118518518,1.2622755696144239,0.28962817064450697,0.0017673264598894178,-18.549016121626227,0.0,0.0
4,all_tokyo_baseline,All Tokyo,300,525.2977031433334,503.6064395,1017.8065790000002,1220.2723965199998,120.31903147666667,1.2847278733333334,403.69394379333335,42.445328699,0,0,0,27.519450117000016,0.6329473526909967,36.12507460663173,47.964502318000015,1.1031835533139989,72.25014921326346,159.88167439333338,0.0,0.0,0.0,0.0,-0.9900729286239085,-1.0198386704031837
4,kg_baseline,Tokyo + Kagoshima,300,530.5505404166666,513.814624,1028.2935139,1230.65168927,120.32265376999999,6.533942853333333,403.69394379333335,42.450562355,0,0,0,27.52031341144444,0.6036048372120725,36.120605127822124,47.96535664188889,0.896609501105049,72.24121025564425,159.88452213962964,0.9999733944962674,1.0303465428866954,0.0017811586644045363,-18.725265762745902,0.0,0.0
4,kg_proposed,Tokyo + Kagoshima + prewarm,300,529.4744008866667,513.814624,1017.0171345500003,1219.7971183999996,120.32265376999999,6.533942853333333,402.6178042633333,42.376559095,0,0,2,27.499756950333325,0.6031832241946837,36.16912953303389,47.93657759633333,0.8961352635472157,72.33825906606778,159.78859198777775,0.7951106045848588,-0.07756330783158516,-0.05821955887616026,-18.76825385447448,-0.2028344988876718,-1.096610957627464
5,all_tokyo_baseline,All Tokyo,300,711.63434981,697.6759115,1253.5984536,1462.4512259399999,239.09312537666673,1.2847278733333334,471.25649656,41.14027061,0,0,0,26.512648144944425,0.6097909073337189,35.83214287267315,46.16840805538887,1.0618733852739435,71.6642857453463,153.8946935179629,0.0,0.0,0.0,0.0,-0.7286955114001681,-0.1471423719836551
5,kg_baseline,Tokyo + Kagoshima,300,716.8580623333332,705.5181365,1255.4457462500002,1473.0143712699999,239.06762292,6.533942853333333,471.25649656,41.145531687,0,0,0,26.51343982900002,0.5813493910278841,35.82740615866696,46.16911458833336,0.8630671952687046,71.65481231733392,153.89704862777788,0.7340444604350349,0.14735919980557455,0.0015303385458631524,-18.722212343042255,0.0,0.0
5,kg_proposed,Tokyo + Kagoshima + prewarm,300,716.8580623333332,705.5181365,1255.4457462500002,1473.0143712699999,239.06762292,6.533942853333333,471.25649656,41.145531687,0,0,2,26.51343982900002,0.5813493910278841,35.82740615866696,46.16911458833336,0.8630671952687046,71.65481231733392,153.89704862777788,0.7340444604350349,0.14735919980557455,0.0015303385458631524,-18.722212343042255,0.0,0.0
6,all_tokyo_baseline,All Tokyo,300,977.2109150466669,990.6209879999999,1640.7963652500002,1920.8032937499997,469.7593043733333,1.2847278733333334,506.1668828,40.627014048,0,0,0,26.148091222722243,0.601406098122608,35.769748092309904,45.52483697127779,1.0470712503393882,71.53949618461981,151.749456570926,0.0,0.0,0.0,0.0,-0.5308277465994604,-0.5579736217930953
6,kg_baseline,Tokyo + Kagoshima,300,982.4259043366666,996.034862,1650.00294645,1931.1916084599998,469.7250786833333,6.533942853333333,506.1668828,40.632255472,0,0,0,26.148946205722233,0.5733210537412038,35.76509980533095,45.52567337761113,0.8517227574174014,71.5301996106619,151.7522445920371,0.5336605649508774,0.5611044365396944,0.0018372527810672779,-18.656657114658458,0.0,0.0
6,kg_proposed,Tokyo + Kagoshima + prewarm,300,982.4259043366666,996.034862,1650.00294645,1931.1916084599998,469.7250786833333,6.533942853333333,506.1668828,40.632255472,0,0,2,26.148946205722233,0.5733210537412038,35.76509980533095,45.52567337761113,0.8517227574174014,71.5301996106619,151.7522445920371,0.5336605649508774,0.5611044365396944,0.0018372527810672779,-18.656657114658458,0.0,0.0
7,all_tokyo_baseline,All Tokyo,300,1285.24559393,1307.8703435,2254.5980069,2533.21811795,770.13733602,1.2847278733333334,513.8235300366667,40.402305038,0,0,0,26.012176559833325,0.5982800608761634,35.785911290819136,45.29045914716666,1.0416805603848325,71.57182258163827,150.9681971572222,0.0,0.0,0.0,0.0,-0.40654341648024284,-0.02325060558858727
7,kg_baseline,Tokyo + Kagoshima,300,1290.4920042133333,1307.870699,2255.1223365,2533.21729712,770.1345313233334,6.533942853333333,513.8235300366667,40.407532179,0,0,0,26.013041329222208,0.570350675192695,35.78127028821621,45.29131750677776,0.8471941026696262,71.56254057643243,150.97105835592586,0.40820293865322377,0.023256012752392863,0.0018952327427435023,-18.670450914756074,0.0,0.0
7,kg_proposed,Tokyo + Kagoshima + prewarm,300,1290.2108695466668,1307.870699,2255.1223365,2533.21729712,770.1345313233334,6.533942853333333,513.54239537,40.312790339,0,0,2,25.98672415144444,0.5698109098764729,35.845775864123745,45.25447345788888,0.8465869653782933,71.69155172824749,150.84824485962957,0.3863289351169197,0.023256012752392863,-0.07945534215241246,-18.72873531732847,-0.02178507621500847,0.0
8,all_tokyo_baseline,All Tokyo,300,1527.7812830066666,1573.976197,2712.807675600001,3043.3480319799996,1004.8592639200001,1.2847278733333334,521.6372912133332,40.271186763,0,0,0,25.931224216666674,0.5964181569833303,35.79236088542563,45.15040750666668,1.0384593726533327,71.58472177085126,150.50135835555562,0.0,0.0,0.0,0.0,-0.4154387247162106,-0.05797898457078343
8,kg_baseline,Tokyo + Kagoshima,300,1534.1547559599999,1579.3590055,2714.3814464000016,3043.3477811699995,1005.9666172433334,6.533942853333333,521.6541958633333,40.280179323,0,0,0,25.933405820666685,0.5686071442213171,35.78564191454531,45.15327196566668,0.844313859865982,71.57128382909062,150.51090655222228,0.4171718179967643,0.058012619698621926,0.006344259461177337,-18.6955328152411,0.0,0.0
8,kg_proposed,Tokyo + Kagoshima + prewarm,300,1533.8608463933335,1579.3590055,2709.9554215000007,3043.3477811699995,1005.9666172433334,6.533942853333333,521.3602862966666,40.181579509,0,0,2,25.906016983444434,0.5680453991698896,35.853004154520974,45.11492759355555,0.8436819993912653,71.70600830904195,150.3830919785185,0.397934145043477,-0.10514029894763688,-0.078581601076122,-18.75637876563223,-0.019157752210108292,-0.16305832424071687
9,all_tokyo_baseline,All Tokyo,300,1720.8933709799999,1771.6928214999998,3125.550454,3473.138210549999,1196.1585088833335,1.2847278733333334,523.4501342233333,40.366820741,0,0,0,25.93133031633333,0.5964205972756638,35.67815044989496,45.13468070966666,1.0380976563223328,71.35630089978991,150.44893569888887,0.0,0.0,0.0,0.0,-0.3104765670284282,-0.33681776975046374
9,kg_baseline,Tokyo + Kagoshima,300,1726.252981976667,1777.1919465,3136.11344135,3473.161819599999,1196.26913775,6.533942853333333,523.4499013733333,40.372135132,0,0,0,25.932181531388874,0.5685153828000367,35.67339003334542,45.13549741894443,0.8436717908167459,71.34678006669084,150.4516580631481,0.3114435261967863,0.33795606583415516,0.001809493863547118,-18.72905350681352,0.0,0.0
9,kg_proposed,Tokyo + Kagoshima + prewarm,300,1725.7377345200002,1777.1919465,3058.147890000001,3473.161819599999,1196.26913775,6.533942853333333,522.9346539166667,40.258934369,0,0,2,25.90073687500002,0.5678704528975006,35.75026325265316,45.09147490000002,0.842946362593854,71.50052650530633,150.3049163333334,0.281502829965663,-2.1565021903178327,-0.09572641035074936,-18.798934044398187,-0.029847737385324535,-2.4860564774862537
10,all_tokyo_baseline,All Tokyo,300,1913.5385887999998,1980.4239415000002,3452.07575635,3791.350803249999,1385.8176711400001,1.2847278733333334,526.4361897866667,40.346187986,0,0,0,25.94899640327778,0.5968269172753854,35.735626602056996,45.17345167605556,1.0389893885492767,71.47125320411399,150.57817225351852,0.0,0.0,0.0,0.0,-0.2736024514803148,-0.28984085247402147
10,kg_baseline,Tokyo + Kagoshima,300,1918.7884410133333,1985.079746,3462.11036655,3791.350243429999,1385.8183083733334,6.533942853333333,526.4361897866667,40.351502377,0,0,0,25.949948694444434,0.5689382985391895,35.73104404388065,45.17447053755554,0.8447318883223209,71.4620880877613,150.58156845851846,0.27435308825549676,0.2906833716363799,0.0022554431024834898,-18.696774227713163,0.0,0.0
10,kg_proposed,Tokyo + Kagoshima + prewarm,300,1918.2731935566665,1985.079746,3368.5009424000013,3791.350243429999,1385.8183083733334,6.533942853333333,525.9209423299999,40.237931104,0,0,2,25.9184011186111,0.5682912577588475,35.80837185194546,45.13030393138887,0.844004085747846,71.61674370389092,150.43434643796292,0.24742666724248963,-2.421001734862427,-0.09551571346838594,-18.766823314113466,-0.026852749665029485,-2.7038255352697105
