arm,requests,mean_ttft_ms,p50_ttft_ms,p95_ttft_ms,p99_ttft_ms,max_ttft_ms,redirects,Router queue,Scheduler queue,KV transfer,PP transfer (est.),Compute / prefill,RTT / other comm,Total
1: no_redirect,300,2375.451655493334,1427.9927845,7800.954642800004,11269.193676259994,14496.17484,0,1449.997208603333,516.8054717333333,0.0,0.0,407.3649376566667,1.2840375,2375.451655493332
2: redirect_no_kv,300,2469.2373306766667,1754.1136505,7499.16740985,9687.221334219998,11068.616222,74,1388.2331227933335,618.945638763333,0.0,0.0,460.6235397866671,1.4350293333333326,2469.237330676665
3: redirect_kv_nopp,300,2173.0361122099994,1650.0187885,6014.071411800001,7189.22512933,7396.327469,104,1131.7952544633338,551.1007205569665,69.9353935897002,0.0,418.7084078466669,1.496335753333355,2173.036112209999
4: redirect_kv_pp2,300,1730.8037871033325,1636.680736,3268.6786675000003,3494.24347137,3552.12384,0,0.0,1202.81200341,0.0,1.9963200000000005,524.7114261933333,1.2840375,1730.8037871033328
5: redirect_kv_pp2_c,300,1729.7541262633326,1636.680736,3268.6786675000003,3494.24347137,3552.12384,0,0.0,1202.33208565,0.0,1.9963200000000005,524.1416831133333,1.2840375,1729.7541262633326
