arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,46.44024266999999,35.2408765,103.24759185000008,269.47815965,273.73589,0
2: redirect_no_kv,300,49.54947671999999,37.6811115,113.10139120000002,268.96772159,273.73589,72
3: redirect_kv_nopp,300,45.45895457333333,34.7123675,87.63649095000015,268.96772159,273.73589,108
4: redirect_kv_pp2,300,64.06459120000002,42.1793605,279.60047195,300.66678828000005,309.890026,0
5: redirect_kv_pp2_c,300,64.02023883333334,42.036202,279.60047195,300.66678828000005,309.890026,0
