arm,requests,mean_tpot_ms,p50_tpot_ms,p95_tpot_ms,p99_tpot_ms,max_tpot_ms,redirects
1: no_redirect,300,48.43750538000001,35.631088500000004,119.42481945000023,272.23634387,282.150717,0
2: redirect_no_kv,300,51.14510597666668,38.078556,137.59884870000002,270.05093984999996,282.150717,67
3: redirect_kv_nopp,300,48.60429789666667,36.2560425,112.36511110000018,270.06245376999993,274.41861,105
4: redirect_kv_pp2,300,63.83388002666668,42.0860945,279.38348055,297.97875483999997,310.022458,0
5: redirect_kv_pp2_c,300,63.76807220000001,42.0860945,277.92688925000004,297.97875483999997,310.022458,0
