feature,feature_kind,metric,mean,ci95_low,ci95_high,n_scenarios
reuse_preservation_ratio,derived,classifier_logloss_increase,0.0002647747384075924,-0.0006324619005114079,0.0014279025098146876,7
reuse_preservation_ratio,derived,positive_log_mae_increase,0.0,0.0,0.0,7
reuse_preservation_ratio,derived,composite_mae_increase_ms,-0.15961974167792517,-0.615208967011124,0.1837776091379459,7
reuse_tokens_realized,direct_or_aggregate,classifier_logloss_increase,0.00010336033819758859,-0.00030713227488795723,0.0006136537158437048,7
reuse_tokens_realized,direct_or_aggregate,positive_log_mae_increase,0.0,0.0,0.0,7
reuse_tokens_realized,direct_or_aggregate,composite_mae_increase_ms,-0.26517525552511423,-0.5227925086110515,-0.061338363171311666,7
router_capacity_retry_count,direct_or_aggregate,classifier_logloss_increase,0.0006662427601232772,-0.00029004747412033027,0.0015103426931042973,7
router_capacity_retry_count,direct_or_aggregate,positive_log_mae_increase,0.8489677548475322,0.6333928608879884,1.0915097746570583,7
router_capacity_retry_count,direct_or_aggregate,composite_mae_increase_ms,477.9712498068508,118.87889764100483,1017.6870627707249,7
router_decision_available_kv_bytes,derived,classifier_logloss_increase,0.00040999657248118977,-8.256948391420131e-05,0.0013056430460067106,7
router_decision_available_kv_bytes,derived,positive_log_mae_increase,-0.005646896189082207,-0.016931051885289043,0.00017171757558605746,7
router_decision_available_kv_bytes,derived,composite_mae_increase_ms,-0.2879690699990874,-0.6799101937309209,-0.014713540505945834,7
router_decision_capacity_pressure,derived,classifier_logloss_increase,0.0007473994900961341,-0.0001520264542398871,0.0024252047609956374,7
router_decision_capacity_pressure,derived,positive_log_mae_increase,-0.00491384873426103,-0.020197699640189932,0.008095507026452481,7
router_decision_capacity_pressure,derived,composite_mae_increase_ms,3.6977924036093524,-9.842695038732604,16.033654540214066,7
router_decision_projected_active_kv_bytes,direct_or_aggregate,classifier_logloss_increase,0.00040999657248118977,-8.224403262060615e-05,0.0013065639390448757,7
router_decision_projected_active_kv_bytes,direct_or_aggregate,positive_log_mae_increase,0.0017976118320046734,-0.001191643223439364,0.007528603020458454,7
router_decision_projected_active_kv_bytes,direct_or_aggregate,composite_mae_increase_ms,0.24869970124848922,-0.9992081960246566,1.9355521197449082,7
router_decision_running_reqs,direct_or_aggregate,classifier_logloss_increase,0.0006434313241435084,5.6200640216529236e-05,0.0016912174563580653,7
router_decision_running_reqs,direct_or_aggregate,positive_log_mae_increase,0.0010996424691147588,0.0,0.0032989274073442765,7
router_decision_running_reqs,direct_or_aggregate,composite_mae_increase_ms,2.102445940518322,-0.09863029703488575,6.36833361032486,7
router_decision_slot_pressure,derived,classifier_logloss_increase,0.0006434313241614753,5.655248412032867e-05,0.0016761373591545183,7
router_decision_slot_pressure,derived,positive_log_mae_increase,0.0,0.0,0.0,7
router_decision_slot_pressure,derived,composite_mae_increase_ms,-0.040392282536199454,-0.16785867995102693,0.08713370701554612,7
router_decision_waiting_reqs,direct_or_aggregate,classifier_logloss_increase,-0.00014080441127295047,-0.00034312437300106525,3.293399831453465e-05,7
router_decision_waiting_reqs,direct_or_aggregate,positive_log_mae_increase,-0.0012512598708323275,-0.004944313125516631,0.0009106231314471909,7
router_decision_waiting_reqs,direct_or_aggregate,composite_mae_increase_ms,0.17598201550497578,-0.8202043565771173,1.3541487293637202,7
router_initial_admissible_candidate_count,direct_or_aggregate,classifier_logloss_increase,-0.016772015542105816,-0.0580571701932898,0.006076618358040272,7
router_initial_admissible_candidate_count,direct_or_aggregate,positive_log_mae_increase,-0.0057639037296002464,-0.02858868762391147,0.013263992120884693,7
router_initial_admissible_candidate_count,direct_or_aggregate,composite_mae_increase_ms,10.177719212893704,-2.5574991590680187,23.89766162869172,7
router_initial_available_kv_bytes,derived,classifier_logloss_increase,0.005263530498812195,0.0019760352365803687,0.010396010604414594,7
router_initial_available_kv_bytes,derived,positive_log_mae_increase,-0.0023145327908885294,-0.00643771101748374,4.644265255981014e-05,7
router_initial_available_kv_bytes,derived,composite_mae_increase_ms,-0.9927652563487638,-4.413191449430199,1.773050406426448,7
router_initial_capacity_pressure,derived,classifier_logloss_increase,0.00578006997387411,0.002119305010838283,0.011534814707882516,7
router_initial_capacity_pressure,derived,positive_log_mae_increase,-0.0004580051610677445,-0.020007496314030808,0.014101240990716978,7
router_initial_capacity_pressure,derived,composite_mae_increase_ms,6.328917999773544,-3.6809087457052323,19.011592974757875,7
router_initial_max_available_kv_bytes,direct_or_aggregate,classifier_logloss_increase,0.0005390421658261734,-0.00027832895214542977,0.0018245262154054397,7
router_initial_max_available_kv_bytes,direct_or_aggregate,positive_log_mae_increase,0.017460850982619725,-0.0005405342797236979,0.035221248371512845,7
router_initial_max_available_kv_bytes,direct_or_aggregate,composite_mae_increase_ms,23.16169123614811,1.3617047582000672,57.46464310556124,7
router_initial_max_capacity_pressure,derived,classifier_logloss_increase,0.00087984206954247,-0.00024974028784198503,0.002661971205172209,7
router_initial_max_capacity_pressure,derived,positive_log_mae_increase,-0.00813956806569365,-0.022163390761553676,0.0038149860165838795,7
router_initial_max_capacity_pressure,derived,composite_mae_increase_ms,-4.068201102966403,-10.078715785623025,2.5931790959281087,7
router_initial_max_running_reqs,direct_or_aggregate,classifier_logloss_increase,8.497453930992017e-05,-2.2742189056631194e-05,0.00019694833809661007,7
router_initial_max_running_reqs,direct_or_aggregate,positive_log_mae_increase,0.0,0.0,0.0,7
router_initial_max_running_reqs,direct_or_aggregate,composite_mae_increase_ms,-0.0778282296776913,-0.23046379271713047,0.06402045811236418,7
router_initial_max_waiting_reqs,direct_or_aggregate,classifier_logloss_increase,1.682574590234133e-05,-0.0002085570115610495,0.00035129008462007834,7
router_initial_max_waiting_reqs,direct_or_aggregate,positive_log_mae_increase,0.004493246785532655,-0.0007767067385783718,0.01045108777464925,7
router_initial_max_waiting_reqs,direct_or_aggregate,composite_mae_increase_ms,-0.8466351094519116,-2.0574966223831486,0.5174546535227689,7
router_initial_min_available_kv_bytes,direct_or_aggregate,classifier_logloss_increase,0.0009018581715004131,-0.0003121041566673275,0.002944866456688198,7
router_initial_min_available_kv_bytes,direct_or_aggregate,positive_log_mae_increase,0.008682526572848894,-0.014950112761891348,0.028746536190033027,7
router_initial_min_available_kv_bytes,direct_or_aggregate,composite_mae_increase_ms,5.815836376397469,-0.8358214374506091,16.53793328437973,7
router_initial_min_capacity_pressure,derived,classifier_logloss_increase,-0.00025238585735523584,-0.0005807596233897115,7.68104865686543e-06,7
router_initial_min_capacity_pressure,derived,positive_log_mae_increase,0.0009272448981169634,-0.016050666779130734,0.017062187911205073,7
router_initial_min_capacity_pressure,derived,composite_mae_increase_ms,10.328692589724156,-0.715962520644701,24.11790396146314,7
router_initial_projected_active_kv_bytes,direct_or_aggregate,classifier_logloss_increase,0.005263530498812195,0.0019760352365803687,0.01039613781496716,7
router_initial_projected_active_kv_bytes,direct_or_aggregate,positive_log_mae_increase,-0.0015463442737967774,-0.0052333923159638696,0.0004338784108258006,7
router_initial_projected_active_kv_bytes,direct_or_aggregate,composite_mae_increase_ms,-11.22479774000423,-35.47011654534995,2.0376036992561444,7
router_initial_required_kv_bytes,direct_or_aggregate,classifier_logloss_increase,0.0020970772657089944,0.0003818468492189017,0.004237964632689661,7
router_initial_required_kv_bytes,direct_or_aggregate,positive_log_mae_increase,0.00746348463833262,-0.008920185288339402,0.02218666596284242,7
router_initial_required_kv_bytes,direct_or_aggregate,composite_mae_increase_ms,17.76405623788486,-0.3330699645333373,47.10007598565035,7
router_initial_running_reqs,direct_or_aggregate,classifier_logloss_increase,0.0035144816533175987,0.00044821117398291305,0.008442406476401744,7
router_initial_running_reqs,direct_or_aggregate,positive_log_mae_increase,0.0,0.0,0.0,7
router_initial_running_reqs,direct_or_aggregate,composite_mae_increase_ms,-0.7232024309226202,-2.0866335280668795,0.3591410332614839,7
router_initial_slot_pressure,derived,classifier_logloss_increase,0.0035144816532677557,0.0004796150097989816,0.008428125284068451,7
router_initial_slot_pressure,derived,positive_log_mae_increase,0.0,0.0,0.0,7
router_initial_slot_pressure,derived,composite_mae_increase_ms,-0.7232024306876518,-2.014691349533735,0.3557862891275653,7
router_initial_total_running_reqs,direct_or_aggregate,classifier_logloss_increase,-0.0018437168752323857,-0.004701188455354913,0.00013324682085020086,7
router_initial_total_running_reqs,direct_or_aggregate,positive_log_mae_increase,-0.0045139711491814505,-0.01629195423852447,0.013153961621639482,7
router_initial_total_running_reqs,direct_or_aggregate,composite_mae_increase_ms,-10.294741690373302,-34.81863388532404,11.997353446399439,7
router_initial_total_waiting_reqs,direct_or_aggregate,classifier_logloss_increase,0.00036605372884611066,-0.0001971864627506381,0.0013783264229563956,7
router_initial_total_waiting_reqs,direct_or_aggregate,positive_log_mae_increase,-0.00597003682046407,,,7
router_initial_total_waiting_reqs,direct_or_aggregate,composite_mae_increase_ms,-2.5725178863548144,-5.5354488450167665,0.4277838140505316,7
router_initial_waiting_reqs,direct_or_aggregate,classifier_logloss_increase,0.0005264629693705222,-0.0001465087050638558,0.0013697981696065241,7
router_initial_waiting_reqs,direct_or_aggregate,positive_log_mae_increase,0.002349825435093831,-0.004591012301740394,0.011108113465476561,7
router_initial_waiting_reqs,direct_or_aggregate,composite_mae_increase_ms,-0.6234057689023047,-1.7202935388254323,0.7919329342317597,7
scheduler_batch_num_seqs,direct_or_aggregate,classifier_logloss_increase,0.00039274707655254066,-6.5917886867584985e-06,0.0008906349887598434,7
scheduler_batch_num_seqs,direct_or_aggregate,positive_log_mae_increase,0.0010608805927287412,0.0004668543041468798,0.0018139099551670748,7
scheduler_batch_num_seqs,direct_or_aggregate,composite_mae_increase_ms,0.5099196793397169,-0.23881408029066706,1.2344175720189656,7
scheduler_scheduled_decode_tokens,direct_or_aggregate,classifier_logloss_increase,0.0003243277566423681,-0.00015448157556907538,0.0012317163734521413,7
scheduler_scheduled_decode_tokens,direct_or_aggregate,positive_log_mae_increase,0.0,0.0,0.0,7
scheduler_scheduled_decode_tokens,direct_or_aggregate,composite_mae_increase_ms,-0.12989928585274077,-0.302392373821746,-0.012945085565440446,7
scheduler_scheduled_prefill_tokens,direct_or_aggregate,classifier_logloss_increase,0.0003243277613998134,-0.0001572311394238551,0.001228719718173694,7
scheduler_scheduled_prefill_tokens,direct_or_aggregate,positive_log_mae_increase,0.0,0.0,0.0,7
scheduler_scheduled_prefill_tokens,direct_or_aggregate,composite_mae_increase_ms,-0.12989928267908338,-0.3017003150405167,-0.011881499235194624,7
scheduler_waiting_reqs_at_first_schedule,direct_or_aggregate,classifier_logloss_increase,-0.0001778620239834777,-0.00028532280836948893,-7.3906644391948e-05,7
scheduler_waiting_reqs_at_first_schedule,direct_or_aggregate,positive_log_mae_increase,0.0011184510989791785,-0.0006886997610201617,0.003768851626388768,7
scheduler_waiting_reqs_at_first_schedule,direct_or_aggregate,composite_mae_increase_ms,-1.2996573794380766,-2.5996583547843453,-0.05543297296955415,7
