test_scenario,feature,classifier_logloss_increase,positive_log_mae_increase,composite_mae_increase_ms
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_total_waiting_reqs,-1.2370538880653037e-06,0.004911027239321464,-5.851547822532609
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_max_waiting_reqs,7.731049756528469e-05,0.014710331971020896,2.8998891917527487
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_total_running_reqs,3.700590645898047e-05,-0.021370802125169563,-16.86456355236811
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_max_running_reqs,0.00024284477592202702,0.0,0.2454567739194431
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_min_available_kv_bytes,0.00024547888220292566,-0.02144268006297878,-2.458395453262426
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_max_available_kv_bytes,5.938762946072762e-05,0.015607026513570044,8.480472882822312
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_min_capacity_pressure,-0.000136181541079642,-0.01669845996434577,-3.470295496865475
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_initial_max_capacity_pressure,0.00042266038357357746,-0.02019288812115405,-9.630942571728013
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_waiting_reqs,8.097710782722922e-05,0.0,-0.022833255226885285
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_running_reqs,0.000375011813105678,0.0,-0.012381565685672058
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_available_kv_bytes,1.7564987925076242e-05,-0.0003058096768052132,-0.5281621739515572
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_projected_active_kv_bytes,1.7564987925076242e-05,0.0,-0.09917666163551075
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_capacity_pressure,-7.301338730728718e-06,-0.03384467051148227,-27.94997770292065
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_decision_slot_pressure,0.00037501181311379653,0.0,-0.012381565684734142
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,router_capacity_retry_count,0.0011423217798568613,0.48182692369763924,22.935600870457506
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,scheduler_waiting_reqs_at_first_schedule,-0.0001688992439630027,0.007618212410391623,0.2321814620717646
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,scheduler_scheduled_prefill_tokens,-7.015857500341713e-05,0.0,-0.03024052156314383
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,scheduler_scheduled_decode_tokens,-7.015857494959907e-05,0.0,-0.030240521531283093
2026-07-16_ttft_component_regression/phase1/input6000_rate3p33_reuse50_seed1,scheduler_batch_num_seqs,0.00025785266872382223,0.0027606273835237283,1.744397872554714
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,input_tokens,0.00572708556180454,0.0,0.5294477160764473
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,output_tokens_actual,0.005446463569647786,-0.03110359614863828,-123.97856210063969
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,minimum_prefill_chunks,0.010343087448514504,-0.007384248906945279,-18.742068649805333
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,nominal_reuse_tokens,-0.0024381329420928854,0.0,1.003199483050139
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,nominal_reuse_ratio,0.0031314975254149724,0.0,-0.43627452121017996
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,reuse_tokens_realized,0.001519487191880442,0.0,-0.40968439792095523
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,reuse_preservation_ratio,0.0033578695314993023,0.0,-0.3829700705571213
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,reuse_lost,-0.0013844992797488742,0.003942925837053857,17.52567827599296
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,realized_uncached_tokens,0.006591094183898971,0.017861814062228587,18.758538062774733
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,request_rate_rps,0.042418928042892406,0.0014558693296247704,2.9755461772144827
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,offered_uncached_tokens_per_s,-0.008031702716725098,-0.007924813557401322,-45.54201083629664
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,arrival_offset_s,-0.0014150278612056755,-0.047849643312498025,-139.28061214894592
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,interarrival_ms,0.008628137594895474,-0.021427844758670045,-30.27140721817932
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,global_arrivals_1s,0.0018705745998657264,0.031608116475421943,61.05434222028134
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,global_arrivals_5s,0.003398034081385476,0.0018897663825311883,-46.30028988363824
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,home_arrivals_1s,-0.00016691301076354748,-0.006228614389758413,-19.09164011802227
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,home_arrivals_5s,0.009845854204417026,0.023049960858630147,56.44032195028831
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,home_workload_share,0.015274148746100169,0.0028326602351294583,-1.5039588057054516
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,policy,-0.03135997313675609,0.009027169728410056,40.58403431752731
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,rerouted,0.030506222217742435,0.0722880680564928,130.484021805029
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,kv_moved,0.00014701349051696178,-2.160344391061164e-05,-0.0073991054377984256
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,migration_tokens_realized,0.0015194871918913777,0.0,-0.40968439792345634
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_waiting_reqs,0.0027665828237925516,0.0,-2.2390136034912302
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_running_reqs,0.01761070569507664,0.0,0.07666198085507858
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_required_kv_bytes,0.008225478312844842,0.027074418592998806,102.18840192489893
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_available_kv_bytes,0.019657578815016452,-3.7848913662541506e-05,0.6210409582497505
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_projected_active_kv_bytes,0.019657578815016452,-0.010466784631927739,-82.81237697936899
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_capacity_pressure,0.02235727511059049,0.013136884363169732,39.493951900859884
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_slot_pressure,0.017610705695084966,0.0,0.07666198085257747
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_admissible_candidate_count,-0.13723566308295748,0.00169412062552593,28.393709904300067
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_total_waiting_reqs,0.003369432502808467,0.0,-0.5171621345127733
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_max_waiting_reqs,0.0009429148095396467,0.0,-0.4511540538017016
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_total_running_reqs,-0.009802988586122302,-0.013940970601810654,-11.533071493776106
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_max_running_reqs,0.00028472492232892166,0.0,-0.32078346111779865
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_min_available_kv_bytes,0.006795810238776373,0.015544329173125204,6.709557065855961
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_max_available_kv_bytes,0.004177397430706581,0.05440084071879692,118.55878350969647
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_min_capacity_pressure,-0.0010783374278297841,-0.00400713282727988,9.573642066058483
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_initial_max_capacity_pressure,0.006152320060348215,0.003343143328760123,-17.627542955240642
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_waiting_reqs,-6.673275701593595e-05,0.0,-1.9516522373110092
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_running_reqs,0.0036261321755802767,0.006597854814688553,14.777624702960566
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_available_kv_bytes,0.0030457411900661757,-0.0003957517753502837,-1.3717060416136064
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_projected_active_kv_bytes,0.0030457411900661757,-2.443173656496711e-06,-0.8057463684440336
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_capacity_pressure,0.005710293302053082,0.000509633668846543,25.78614144017456
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_decision_slot_pressure,0.0036261321755717557,0.0,-0.2222428585621401
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,router_capacity_retry_count,-0.0015108702850357703,1.3157027217201294,2020.1387291566084
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,scheduler_waiting_reqs_at_first_schedule,-0.0003253984697793588,0.0,-1.6017067366208266
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,scheduler_scheduled_prefill_tokens,0.0029981310965192798,0.0,-0.6168514104856513
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,scheduler_scheduled_decode_tokens,0.0029981310965027097,0.0,-0.6168514104783753
2026-07-16_ttft_component_regression/phase1/input6000_rate5p0_reuse00_seed1,scheduler_batch_num_seqs,0.0017394282060343436,0.0,-0.3075428256615851
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,input_tokens,0.002212565506223098,0.0,7.4106080097838
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,output_tokens_actual,-7.567153734538978e-06,-0.002764864980953685,-15.67345657760734
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,minimum_prefill_chunks,-0.0006723450305890638,0.0,-2.5262836119835583
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,nominal_reuse_tokens,-0.0004164309334916058,0.0,-1.3880409886957068
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,nominal_reuse_ratio,-4.3920788211762596e-05,0.0,0.421162029496827
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,reuse_tokens_realized,-0.00033832478355731374,0.0,-0.823746001587665
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,reuse_preservation_ratio,-4.137648245442979e-05,0.0,0.07361280223028643
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,reuse_lost,-0.00037240463051299577,-0.0038754275056609444,-9.635364704850303
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,realized_uncached_tokens,0.0012453104073608529,0.0,4.693430903660101
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,request_rate_rps,-0.00020566701900812112,0.008345064930202095,-2.864066856025829
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,offered_uncached_tokens_per_s,-0.0005960950934947723,0.005376980333919257,-5.578443558059803
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,arrival_offset_s,-0.0002499003804363846,0.008944470142006222,6.100766747136618
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,interarrival_ms,-0.0003583437886496253,-0.0017506667646816632,-17.637735823940602
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,global_arrivals_1s,-0.00012394558764519323,0.003784220703233754,11.518833945916526
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,global_arrivals_5s,-3.596389772307293e-05,0.02139238772197155,37.00570742109949
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,home_arrivals_1s,-0.0005285972689122002,0.007075086088506821,-0.4838740195242508
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,home_arrivals_5s,5.111856306606877e-05,-0.0008392880624594201,-26.66691966679764
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,home_workload_share,0.0006575795808508277,0.008841166789057997,11.635914364332962
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,policy,0.0004824323713784294,0.0044043339769110346,-7.765945165059975
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,rerouted,0.0048952599871139105,0.042498258506479536,0.5690077649541081
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,kv_moved,-0.000241293761162744,0.0,-0.323832044327105
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,migration_tokens_realized,-0.00033832478355567616,0.0,-0.8237460016162004
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_waiting_reqs,5.3714335617745246e-05,0.0,-0.19900675011876956
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_running_reqs,0.0008756171279375516,0.0,-4.1811929368134315
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_required_kv_bytes,0.0022193875061222654,0.005112877184523246,-0.9652978307428839
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_available_kv_bytes,0.004984402517511317,-6.332834310962543e-05,4.782332606840555
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_projected_active_kv_bytes,0.004984402517511317,0.0,4.958002486130113
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_capacity_pressure,0.005172606954384325,0.006873037160107398,-1.3077021048819688
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_slot_pressure,0.000875617127682575,0.0,-4.181192934986029
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_admissible_candidate_count,0.0028132105532485685,0.00012296067472317151,5.434696691941099
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_total_waiting_reqs,-0.0002988604671826066,0.001793216233270667,-9.656641900721183
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_max_waiting_reqs,-0.00028489206999410613,0.0,-1.1040633524622763
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_total_running_reqs,-1.625236536690125e-05,-0.00489513747335768,-70.01004735002277
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_max_running_reqs,-0.00010795764157507312,0.0,-0.3965732250444489
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_min_available_kv_bytes,-0.000547342440658332,0.012906555654046858,0.8248328468067712
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_max_available_kv_bytes,-0.0002722603278774438,0.016251648413237063,7.38201550850431
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_min_capacity_pressure,-0.0004283451464275022,0.01986078681735065,23.122863467704974
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_initial_max_capacity_pressure,-0.0004661410298312067,0.005230514080055149,-2.5461772130837517
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_waiting_reqs,0.00012068776771552436,0.0015402933521053153,0.27189652875165393
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_running_reqs,-1.993095975264675e-06,0.0,0.2890487693154
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_available_kv_bytes,-8.229050157110632e-05,-4.00503061832036e-05,-0.08360623739474704
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_projected_active_kv_bytes,-8.229050157110632e-05,-0.0010564479378972202,-0.2138475491594818
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_capacity_pressure,-0.0001829693247990434,0.006182744207337831,10.485666365279712
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_decision_slot_pressure,-1.993095932076999e-06,0.0,0.2890487694347712
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,router_capacity_retry_count,-0.00015668661430750727,0.9904519886560275,516.4433534301438
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,scheduler_waiting_reqs_at_first_schedule,-0.0003925317352885954,0.0013427875314184767,0.6068362669425369
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,scheduler_scheduled_prefill_tokens,-0.00014567590454765342,0.0,-0.1174183274151801
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,scheduler_scheduled_decode_tokens,-0.00014567590475845008,0.0,-0.11741832806671937
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse00_seed1,scheduler_batch_num_seqs,8.116921315070094e-05,0.0007780905069114663,1.0667080426998155
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,input_tokens,-0.0006878290326555597,0.0,-1.058962855525749
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,output_tokens_actual,0.00017646647278794433,-0.005375667019573649,9.807842230743859
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,minimum_prefill_chunks,0.0052976145840642475,0.0,4.64481501299602
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,nominal_reuse_tokens,-0.0004957854990156885,0.0,-0.6056128551690563
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,nominal_reuse_ratio,0.00015832309898501304,0.0,0.49249618285384145
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,reuse_tokens_realized,-0.0006511509611195933,0.0,-0.589034724952711
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,reuse_preservation_ratio,5.7280698755889786e-05,0.0,0.5131335101007153
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,reuse_lost,-1.2004286453759505e-15,0.0,-7.219114195322618e-12
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,realized_uncached_tokens,0.0005322978346575212,0.0,0.23465175716259523
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,request_rate_rps,-0.00013204351829977298,-0.0021773592663653085,-1.6883045882202907
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,offered_uncached_tokens_per_s,-0.0004149811440110618,0.0025094778027038855,11.440047567935181
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,arrival_offset_s,-2.5604725668714606e-05,0.007830185877691132,0.6176671385179588
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,interarrival_ms,0.0001678314526298505,0.010653613379001059,11.481265267753543
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,global_arrivals_1s,0.0001341153536242208,0.01780190118534103,-2.0180561255820635
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,global_arrivals_5s,-9.141113179519933e-05,0.022972754147288554,-1.4388709113829066
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,home_arrivals_1s,0.00020735957101480906,0.013196898478205266,0.7077547643795583
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,home_arrivals_5s,0.0002330857629264764,0.012662724324781438,-6.1024514541133215
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,home_workload_share,-0.0007922117919692793,0.023029175476782182,-6.160639999120917
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,policy,0.0009836729979544462,0.011034865695269402,-2.5598570297414938
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,rerouted,0.00012263088247304113,0.11594756770657005,26.88717748216004
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,kv_moved,0.00016984604190488015,0.0,0.09180792528906068
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,migration_tokens_realized,-0.0006511509613621354,0.0,-0.5890347250832804
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_waiting_reqs,-0.0001992521397735994,0.022097817021932697,-1.3208801837480166
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_running_reqs,0.0028756645152388585,0.0,0.9070744658266392
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_required_kv_bytes,-0.0007520597673979293,0.03108433748791356,0.5525431145269977
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_available_kv_bytes,0.0033768272674128616,0.00023426972436985105,-0.16655607411138362
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_projected_active_kv_bytes,0.0033768272674128616,0.0,-0.7597964633400238
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_capacity_pressure,0.0035388434244668643,0.014408615423547877,2.3443046946374864
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_slot_pressure,0.002875664515143459,0.0,0.9070744656559668
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_admissible_candidate_count,0.0026231054898419766,0.012588545367866077,6.544577849396177
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_total_waiting_reqs,-4.815273166839176e-05,0.012162035178887531,4.272689459184534
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_max_waiting_reqs,-0.0001788399517881345,0.014513309254741036,-2.2825283188759897
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_total_running_reqs,-6.724136985276907e-05,-0.005833153862495222,-8.248603926717493
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_max_running_reqs,-7.639362157607632e-05,0.0,-0.05700506900652158
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_min_available_kv_bytes,-0.00016209507810341708,0.031619833826779964,-0.9081993597949349
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_max_available_kv_bytes,6.024654787645592e-05,0.014928826904534453,-2.9947813189342583
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_min_capacity_pressure,6.805311972125916e-05,0.00825879675931479,-1.3711536928030625
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_initial_max_capacity_pressure,-9.701079484376526e-05,-0.00438093950947549,-9.451576590153707
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_waiting_reqs,-7.723989599070502e-05,0.0,-0.13503725599977656
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_running_reqs,2.2838147655628027e-05,0.0,-0.30579954208283766
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_available_kv_bytes,9.335205921185905e-05,0.0003546019244622389,0.007495267999047428
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_projected_active_kv_bytes,9.335205921185905e-05,0.013947872559438856,4.899712397542203
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_capacity_pressure,1.645799555336988e-05,-0.00045539146785844586,-3.294396417782991
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_decision_slot_pressure,2.283814768315462e-05,0.0,-0.30579954206081084
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,router_capacity_retry_count,0.0010769161310914266,0.9462972385340098,262.2807835619916
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,scheduler_waiting_reqs_at_first_schedule,-0.00016679018301152607,-0.0005560494500603252,-0.7226730198513849
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,scheduler_scheduled_prefill_tokens,-0.00015844181724762596,0.0,-0.1618145493977181
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,scheduler_scheduled_decode_tokens,-0.00015844181724630063,0.0,-0.1618145493954728
2026-07-16_ttft_component_regression/phase1/input8000_rate2p5_reuse50_seed1,scheduler_batch_num_seqs,-7.244288978504321e-05,0.0006507468135519279,-1.0114805915372642
