gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,2,24,1938.2255664583333,1010.2502375,7263.6362684999995,8521.11704772,73.26976558333332,1029.2681895,0,24,192000,15695
1,1,5000.0,2113.249,2,30,1607.7082128333336,1045.4057134999998,3701.945690799993,7781.885664310004,74.58382990000001,1049.0422500666666,0,30,240000,18889
2,2,8333.333,2113.249,2,22,1147.0434904545452,1003.7361015,2185.752114199999,2232.20561129,116.17587404545455,1030.867616409091,0,22,176000,14466
3,3,0.0,5000.0,2,35,3247.5173155428574,1272.073975,10262.55301019999,13182.53869582,60.62562405714285,1051.1330138857143,0,35,280000,22625
4,4,3333.333,5000.0,2,49,18206.838858081635,17041.587358,36967.7415734,38274.82302132,72.2351187755102,1058.8437961836735,0,49,392000,32215
5,5,6666.667,5000.0,2,25,1723.2907166800003,1032.180962,4473.767093799996,7530.230088639993,119.37956795999999,1071.41173524,0,25,200000,17011
6,6,10000.0,5000.0,2,30,1750.1927839333334,1028.066377,7099.791460149999,8697.852629700003,52.113657,1025.0991039333333,0,30,240000,20405
7,7,1666.667,7886.751,2,29,2214.295529275862,1018.395139,8287.113950999998,10284.965479319997,146.9284686551724,1069.1258990344827,0,29,232000,18457
8,8,5000.0,7886.751,2,30,1241.926303766667,1039.284247,2169.1167014499983,2409.5473103,166.42018316666665,1075.5061205999998,0,30,240000,19793
9,9,8333.333,7886.751,2,26,2015.4047628076926,1045.9089985,6917.52903575,8454.712869500001,125.16622861538461,1081.7211202307692,0,26,208000,16197
