gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,27,1041.660109962963,774.421162,2670.7333364999995,3920.792305239998,58.577059481481484,568.0328461851852,0,27,162000,17961
1,1,5000.0,2113.249,3,29,603.8692829310346,433.504365,1115.1443573999998,1438.2878801199995,55.447548965517235,511.6550247586207,0,29,174000,18145
2,2,8333.333,2113.249,2,22,466.29271668181815,405.4095215,712.30236035,958.2600442299997,33.591948409090904,432.70076827272726,0,22,132000,14466
3,3,0.0,5000.0,3,30,1108.0135022333336,423.669525,3598.6690574999993,6446.368101430004,26.56486,434.3511092,0,30,180000,18949
4,4,3333.333,5000.0,3,34,3885.245046911765,2937.808966,12300.526070899998,12987.434360019999,57.107010411764705,462.9804954705882,0,34,204000,22178
5,5,6666.667,5000.0,7,31,6529.975490774195,7735.068537,16238.523675,20415.566593599997,151.29551580645162,739.5468004193548,0,31,186000,20874
6,6,10000.0,5000.0,2,29,2401.738547655172,424.781573,8882.139046399996,11378.502981119997,31.940697379310343,421.7386340689655,0,29,174000,19640
7,7,1666.667,7886.751,3,30,2140.3421705666665,1183.4817815000001,6490.430667599999,6924.6233871800005,20.404757233333335,470.96725806666666,0,30,180000,19429
8,8,5000.0,7886.751,6,35,6308.520090999999,2817.745461,18303.30224989999,21256.511235559996,94.36780617142858,565.7629490285715,0,35,210000,23088
9,9,8333.333,7886.751,3,33,4058.814571818182,3309.603309,12009.690518199995,15401.45302956,34.85400978787879,507.42820506060605,0,33,198000,21023
