target,mae_ms,r2,abs_error_p50_ms,abs_error_p90_ms,abs_error_p95_ms,abs_error_p99_ms
wait,495.5958523847432,0.6008772412247367,8.207159023679147,608.0902074927458,2012.387177947094,10444.312330406008
prefill,68.35069599583015,0.7625363765949359,29.976282237645364,245.02827174581978,266.4256871458198,297.7836221458198
communication,0.00028772681243420875,0.9999999947046928,4.440892098500626e-15,2.4868995751603507e-14,0.0031749987148513847,0.003720103915309192
ttft,556.3817162064533,0.6072157568233119,46.619262692267,779.7481492265985,2035.3188257489464,10428.297088039451
