gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,3,25,810.4354068800001,734.49335,1362.1252331999995,1427.65502404,69.31943608,740.98242628,0,25,150000,16245
1,1,5000.0,2113.249,2,29,773.1668375517241,745.722872,974.27386,1223.6959610399995,38.309394172413796,734.8574433793103,0,29,174000,18339
2,2,8333.333,2113.249,2,22,788.1941913636364,729.4584375,1135.2383131,1295.56968356,43.893541590909095,744.3006497727273,0,22,132000,14466
3,3,0.0,5000.0,2,34,848.336220382353,762.7445325,1415.8656141000001,1476.84362159,70.80161352941177,777.5346068529411,0,34,204000,21940
4,4,3333.333,5000.0,3,43,817.6871594651165,767.314623,1161.8694811,1410.7841402599997,46.82975974418604,770.7108358837208,0,43,258000,28330
5,5,6666.667,5000.0,6,34,877.6890578235294,742.674476,1476.2898855999995,2055.352121130001,97.67694264705882,779.4269994117648,0,34,204000,22736
6,6,10000.0,5000.0,2,28,833.9693549285713,739.1663619999999,1511.3899849499999,1574.1712524900001,73.15484403571428,760.8145108928572,0,28,168000,19250
7,7,1666.667,7886.751,2,29,803.2293172758621,740.636528,1215.4011873999996,1777.7370233199993,56.05280775862069,747.1765095172414,0,29,174000,18457
8,8,5000.0,7886.751,2,30,753.8727701333333,743.0849095,870.3464896999999,950.0833482300001,20.2510416,733.6217285333333,0,30,180000,19793
9,9,8333.333,7886.751,2,26,779.6652521538462,727.4405859999999,1191.10626875,1276.35959275,36.36186726923077,743.3033848846154,0,26,156000,16197
