condition,load_level,seed,requests,target_rate_rps,realized_send_rate_rps,duration_s,mean_input_toks,mean_output_toks,min_requests_per_gpu,max_requests_per_gpu,workload
daily_average_seed1,daily_average,1,16000,0.46296296296296297,0.46296296296296297,34560.0,3824.768,347.464,1492,1675,workloads/10gpu_daily_average_seed1.jsonl
daily_average_seed2,daily_average,2,16000,0.46296296296296297,0.46296296296296297,34560.0,3774.279,348.328,1539,1675,workloads/10gpu_daily_average_seed2.jsonl
daily_average_seed3,daily_average,3,16000,0.46296296296296297,0.46296296296296297,34560.0,3772.125,347.928,1545,1686,workloads/10gpu_daily_average_seed3.jsonl
busy_hour_seed1,busy_hour,1,16000,1.6666666666666667,1.6666666666666667,9600.0,3789.355,342.416,1553,1686,workloads/10gpu_busy_hour_seed1.jsonl
busy_hour_seed2,busy_hour,2,16000,1.6666666666666667,1.6666666666666667,9600.0,3799.573,344.432,1544,1657,workloads/10gpu_busy_hour_seed2.jsonl
busy_hour_seed3,busy_hour,3,16000,1.6666666666666667,1.6666666666666667,9600.0,3793.508,346.448,1492,1686,workloads/10gpu_busy_hour_seed3.jsonl
peak_2x_seed1,peak_2x,1,16000,3.3333333333333335,3.3333333333333335,4800.0,3769.503,344.544,1504,1704,workloads/10gpu_peak_2x_seed1.jsonl
peak_2x_seed2,peak_2x,2,16000,3.3333333333333335,3.3333333333333335,4800.0,3802.48,349.496,1478,1676,workloads/10gpu_peak_2x_seed2.jsonl
peak_2x_seed3,peak_2x,3,16000,3.3333333333333335,3.3333333333333335,4800.0,3807.061,346.136,1511,1646,workloads/10gpu_peak_2x_seed3.jsonl
