instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio,nearest_gpu_id,rerouted,reject_penalty_ns,failover_mode,failed_instance_id,failover_target_instance_id,reuse_prefix_toks,kv_migration_tokens,kv_migration_bytes,kv_migration_latency_ns,kv_migration_distance_latency_ns,kv_migration_serialization_latency_ns,kv_migration_bandwidth_gbps,kv_migration_distance_m
1,0,meta-llama/Llama-3.1-8B,1152,16,10787418,194528947,183741529,212583,13609684,11342123,"[11341003, 11341163, 11341323, 11341483, 11341643, 11341803, 11341963, 11342123, 11342283, 11342443, 11342603, 11342763, 11342923, 11343083, 11343243]",,,,,,,,,,,0,0,0,0,0,0,10787418,0,10787418,11000001,24397102,24397102,194528947,212583,13397101,13609684,24397102,0,170131845,170131845,194528947,prefill,decode,0.4421598106201302,0.008713452933877146,0.5491267364459926,0.8745836937060066,,0,0,migrate_kv,0,1,1024,1024,134217728,10787418,50000,10737418,100.0,10000.0
