instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,user_id,gpu_id,user_x_m,user_y_m,gpu_x_m,gpu_y_m,distance_m,network_throughput_mbps,request_payload_bytes,first_token_payload_bytes,uplink_distance_latency_ns,uplink_serialization_latency_ns,uplink_latency_ns,downlink_distance_latency_ns,downlink_serialization_latency_ns,downlink_latency_ns,communication_latency_ns,request_send_time_ns,gpu_arrival_time_ns,first_schedule_time_ns,first_token_ready_time_ns,first_token_received_time_ns,request_end_time_ns,queueing_before_ttft_ns,prefill_service_ns,simulator_ttft_ns,e2e_ttft_ns,decode_queueing_ns,decode_active_ns,decode_after_ttft_ns,request_completion_latency_ns,ttft_bottleneck,total_latency_bottleneck,communication_ratio,queueing_ratio,prefill_ratio,decode_ratio
0,17,meta-llama/Llama-3.1-8B,512,32,8000000,410563627,402563627,49775,24307746,12201802,"[24395377, 20184716, 11241639, 12953348, 11242375, 11242663, 11242951, 11243303, 11243655, 11243943, 11244295, 11244647, 11244935, 11245287, 13085635, 11245991, 11246247, 11246567, 11246887, 11247175, 11247527, 11247847, 11248135, 15232495, 11248871, 11249095, 11249447, 11249735, 11250055, 11250375, 11250663]",,,,,,,,,,,0,0,0,0,0,0,0,-1,8000000,8049775,32307746,32307746,410563627,49775,24257971,24307746,-1,0,378255881,378255881,-1,prefill,decode,0.0,0.0020477011731157633,0.9979522988268842,0.9396176296871451
0,30,meta-llama/Llama-3.1-8B,512,32,15000000,433334535,418334535,41703123,61887839,11498280,"[11241639, 12953348, 11242375, 11242663, 11242951, 11243303, 11243655, 11243943, 11244295, 11244647, 11244935, 11245287, 13085635, 11245991, 11246247, 11246567, 11246887, 11247175, 11247527, 11247847, 11248135, 15232495, 11248871, 11249095, 11249447, 11249735, 11250055, 11250375, 11250663, 11385342, 11385566]",,,,,,,,,,,0,0,0,0,0,0,0,-1,15000000,32307746,76887839,76887839,433334535,17307746,44580093,61887839,-1,0,356446696,356446696,-1,prefill,decode,0.0,0.279663117660321,0.7203368823396791,0.8520613675846772
0,36,meta-llama/Llama-3.1-8B,256,32,18000000,433334535,415334535,38703123,58887839,11498280,"[11241639, 12953348, 11242375, 11242663, 11242951, 11243303, 11243655, 11243943, 11244295, 11244647, 11244935, 11245287, 13085635, 11245991, 11246247, 11246567, 11246887, 11247175, 11247527, 11247847, 11248135, 15232495, 11248871, 11249095, 11249447, 11249735, 11250055, 11250375, 11250663, 11385342, 11385566]",,,,,,,,,,,0,0,0,0,0,0,0,-1,18000000,56703123,76887839,76887839,433334535,38703123,20184716,58887839,-1,0,356446696,356446696,-1,queueing,decode,0.0,0.6572345607723863,0.3427654392276137,0.8582158861410357
0,38,meta-llama/Llama-3.1-8B,128,32,19000000,433334535,414334535,37703123,57887839,11498280,"[11241639, 12953348, 11242375, 11242663, 11242951, 11243303, 11243655, 11243943, 11244295, 11244647, 11244935, 11245287, 13085635, 11245991, 11246247, 11246567, 11246887, 11247175, 11247527, 11247847, 11248135, 15232495, 11248871, 11249095, 11249447, 11249735, 11250055, 11250375, 11250663, 11385342, 11385566]",,,,,,,,,,,0,0,0,0,0,0,0,-1,19000000,56703123,76887839,76887839,433334535,37703123,20184716,57887839,-1,0,356446696,356446696,-1,queueing,decode,0.0,0.6513133613434766,0.34868663865652333,0.8602871976384976
1,14,meta-llama/Llama-3.1-8B,1024,32,7000000,439278417,432278417,353288,43810690,12531217,"[43628888, 11291548, 11456444, 11456508, 11456540, 11456604, 11456636, 11456700, 11456732, 11456796, 11456828, 11456892, 11456924, 11456988, 11457020, 11457052, 11457116, 11457148, 11457212, 11457244, 11457308, 11457340, 11457404, 12748363, 11457532, 11457532, 11457596, 11457628, 11457692, 11457724, 11457788]",,,,,,,,,,,0,0,0,0,0,0,0,-1,7000000,7353288,50810690,50810690,439278417,353288,43457402,43810690,-1,0,388467727,388467727,-1,prefill,decode,0.0,0.008063967949374912,0.9919360320506251,0.898651683088772
1,25,meta-llama/Llama-3.1-8B,1024,32,12000000,461970247,449970247,82439578,93731126,11491584,"[11456444, 11456508, 11456540, 11456604, 11456636, 11456700, 11456732, 11456796, 11456828, 11456892, 11456924, 11456988, 11457020, 11457052, 11457116, 11457148, 11457212, 11457244, 11457308, 11457340, 11457404, 12748363, 11457532, 11457532, 11457596, 11457628, 11457692, 11457724, 11457788, 11345931, 11345899]",,,,,,,,,,,0,0,0,0,0,0,0,-1,12000000,50810690,105731126,105731126,461970247,38810690,54920436,93731126,-1,0,356239121,356239121,-1,prefill,decode,0.0,0.41406405381281775,0.5859359461871823,0.7916948362143598
2,3,meta-llama/Llama-3.1-8B,2048,32,1000000,956818860,955818860,1209158,86206630,28052007,"[85306590, 93106336, 93453365, 93778079, 94000950, 94404535, 13888823, 12497053, 12497661, 12498301, 12498909, 12499517, 12500157, 12500765, 12501373, 12501981, 12502621, 12503229, 12503837, 12504445, 12505085, 12505693, 14080309, 12506973, 12507549, 12508157, 12508765, 12509373, 12509981, 12510589, 12511229]",,,,,,,,,,,0,0,0,0,0,0,0,-1,1000000,2209158,87206630,87206630,956818860,1209158,84997472,86206630,-1,0,869612230,869612230,-1,prefill,decode,0.0,0.014026276169245915,0.9859737238307541,0.9098086116442607
2,6,meta-llama/Llama-3.1-8B,2048,32,3000000,981469882,978469882,169513220,262619556,23091946,"[93453365, 93778079, 94000950, 94404535, 13888823, 12497053, 12497661, 12498301, 12498909, 12499517, 12500157, 12500765, 12501373, 12501981, 12502621, 12503229, 12503837, 12504445, 12505085, 12505693, 14080309, 12506973, 12507549, 12508157, 12508765, 12509373, 12509981, 12510589, 12511229, 12325255, 12325767]",,,,,,,,,,,0,0,0,0,0,0,0,-1,3000000,87206630,265619556,265619556,981469882,84206630,178412926,262619556,-1,0,715850326,715850326,-1,prefill,decode,0.0,0.3206411254461187,0.6793588745538813,0.7316017990628352
2,11,meta-llama/Llama-3.1-8B,2048,32,5000000,993587980,988587980,260619556,354072921,20468227,"[93778079, 94000950, 94404535, 13888823, 12497053, 12497661, 12498301, 12498909, 12499517, 12500157, 12500765, 12501373, 12501981, 12502621, 12503229, 12503837, 12504445, 12505085, 12505693, 14080309, 12506973, 12507549, 12508157, 12508765, 12509373, 12509981, 12510589, 12511229, 12325255, 12325767, 12118098]",,,,,,,,,,,0,0,0,0,0,0,0,-1,5000000,172513220,359072921,359072921,993587980,167513220,186559701,354072921,-1,0,634515059,634515059,-1,prefill,decode,0.0,0.47310373108142884,0.5268962689185711,0.6418397470299002
2,18,meta-llama/Llama-3.1-8B,2048,32,9000000,1005460435,996460435,350072921,443851000,17826110,"[94000950, 94404535, 13888823, 12497053, 12497661, 12498301, 12498909, 12499517, 12500157, 12500765, 12501373, 12501981, 12502621, 12503229, 12503837, 12504445, 12505085, 12505693, 14080309, 12506973, 12507549, 12508157, 12508765, 12509373, 12509981, 12510589, 12511229, 12325255, 12325767, 12118098, 11872455]",,,,,,,,,,,0,0,0,0,0,0,0,-1,9000000,265619556,452851000,452851000,1005460435,256619556,187231444,443851000,-1,0,552609435,552609435,-1,queueing,decode,0.0,0.5781659971476915,0.42183400285230854,0.5545723799861657
