max_num_batched_tokens,prompt_tokens,output_tokens,repeat,ttft_ns,ttft_ms,num_prefill_chunks,chunk_tokens,chunk_latencies_ns
512,512,32,18,23744939,23.744939,1,512,23744939
512,512,32,19,23744939,23.744939,1,512,23744939
512,512,32,20,23744939,23.744939,1,512,23744939
512,512,32,21,23744939,23.744939,1,512,23744939
512,512,32,22,23744939,23.744939,1,512,23744939
512,512,32,23,23744939,23.744939,1,512,23744939
512,512,32,24,23744939,23.744939,1,512,23744939
512,512,32,25,23744939,23.744939,1,512,23744939
512,512,32,26,23744939,23.744939,1,512,23744939
512,512,32,27,23744939,23.744939,1,512,23744939
512,512,32,28,23744939,23.744939,1,512,23744939
512,512,32,29,23744939,23.744939,1,512,23744939
512,1024,32,0,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,1,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,2,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,3,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,4,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,5,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,6,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,7,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,8,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,9,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,10,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,11,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,12,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,13,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,14,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,15,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,16,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,17,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,18,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,19,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,20,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,21,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,22,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,23,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,24,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,25,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,26,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,27,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,28,48157526,48.157526,2,512;512,23744939;24412587
512,1024,32,29,48157526,48.157526,2,512;512,23744939;24412587
512,2048,32,0,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,1,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,2,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,3,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,4,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,5,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,6,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,7,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,8,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,9,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,10,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,11,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,12,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,13,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,14,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,15,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,16,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,17,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,18,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,19,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,20,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,21,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,22,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,23,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,24,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,25,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,26,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,27,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,28,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,2048,32,29,99117548,99.117548,4,512;512;512;512,23744939;24412587;25092171;25867851
512,4096,32,0,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,1,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,2,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,3,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,4,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,5,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,6,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,7,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,8,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,9,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,10,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,11,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,12,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,13,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,14,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,15,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,16,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,17,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,18,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,19,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,20,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,21,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,22,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,23,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,24,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,25,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,26,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,27,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,28,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,4096,32,29,209385528,209.385528,8,512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347
512,8192,32,0,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,1,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,2,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,3,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,4,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,5,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,6,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,7,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,8,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,9,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,10,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,11,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,12,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,13,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,14,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,15,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,16,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,17,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,18,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,19,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,20,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,21,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,22,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,23,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,24,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,25,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,26,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,27,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,28,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
512,8192,32,29,463243024,463.243024,16,512;512;512;512;512;512;512;512;512;512;512;512;512;512;512;512,23744939;24412587;25092171;25867851;26418251;27281163;27986219;28582347;29098763;30004843;30815371;31548555;32217931;32833707;33403787;33934539
1024,128,32,0,12598475,12.598475,1,128,12598475
1024,128,32,1,12598475,12.598475,1,128,12598475
1024,128,32,2,12598475,12.598475,1,128,12598475
1024,128,32,3,12598475,12.598475,1,128,12598475
1024,128,32,4,12598475,12.598475,1,128,12598475
1024,128,32,5,12598475,12.598475,1,128,12598475
1024,128,32,6,12598475,12.598475,1,128,12598475
1024,128,32,7,12598475,12.598475,1,128,12598475
1024,128,32,8,12598475,12.598475,1,128,12598475
1024,128,32,9,12598475,12.598475,1,128,12598475
1024,128,32,10,12598475,12.598475,1,128,12598475
1024,128,32,11,12598475,12.598475,1,128,12598475
1024,128,32,12,12598475,12.598475,1,128,12598475
1024,128,32,13,12598475,12.598475,1,128,12598475
1024,128,32,14,12598475,12.598475,1,128,12598475
1024,128,32,15,12598475,12.598475,1,128,12598475
1024,128,32,16,12598475,12.598475,1,128,12598475
1024,128,32,17,12598475,12.598475,1,128,12598475
1024,128,32,18,12598475,12.598475,1,128,12598475
1024,128,32,19,12598475,12.598475,1,128,12598475
1024,128,32,20,12598475,12.598475,1,128,12598475
1024,128,32,21,12598475,12.598475,1,128,12598475
1024,128,32,22,12598475,12.598475,1,128,12598475
1024,128,32,23,12598475,12.598475,1,128,12598475
1024,128,32,24,12598475,12.598475,1,128,12598475
1024,128,32,25,12598475,12.598475,1,128,12598475
1024,128,32,26,12598475,12.598475,1,128,12598475
1024,128,32,27,12598475,12.598475,1,128,12598475
1024,128,32,28,12598475,12.598475,1,128,12598475
1024,128,32,29,12598475,12.598475,1,128,12598475
1024,512,32,0,23744939,23.744939,1,512,23744939
1024,512,32,1,23744939,23.744939,1,512,23744939
1024,512,32,2,23744939,23.744939,1,512,23744939
1024,512,32,3,23744939,23.744939,1,512,23744939
1024,512,32,4,23744939,23.744939,1,512,23744939
1024,512,32,5,23744939,23.744939,1,512,23744939
1024,512,32,6,23744939,23.744939,1,512,23744939
1024,512,32,7,23744939,23.744939,1,512,23744939
1024,512,32,8,23744939,23.744939,1,512,23744939
1024,512,32,9,23744939,23.744939,1,512,23744939
1024,512,32,10,23744939,23.744939,1,512,23744939
1024,512,32,11,23744939,23.744939,1,512,23744939
1024,512,32,12,23744939,23.744939,1,512,23744939
1024,512,32,13,23744939,23.744939,1,512,23744939
1024,512,32,14,23744939,23.744939,1,512,23744939
1024,512,32,15,23744939,23.744939,1,512,23744939
1024,512,32,16,23744939,23.744939,1,512,23744939
1024,512,32,17,23744939,23.744939,1,512,23744939
1024,512,32,18,23744939,23.744939,1,512,23744939
1024,512,32,19,23744939,23.744939,1,512,23744939
1024,512,32,20,23744939,23.744939,1,512,23744939
1024,512,32,21,23744939,23.744939,1,512,23744939
1024,512,32,22,23744939,23.744939,1,512,23744939
1024,512,32,23,23744939,23.744939,1,512,23744939
1024,512,32,24,23744939,23.744939,1,512,23744939
1024,512,32,25,23744939,23.744939,1,512,23744939
1024,512,32,26,23744939,23.744939,1,512,23744939
1024,512,32,27,23744939,23.744939,1,512,23744939
1024,512,32,28,23744939,23.744939,1,512,23744939
1024,512,32,29,23744939,23.744939,1,512,23744939
1024,1024,32,0,42431338,42.431338,1,1024,42431338
1024,1024,32,1,42431338,42.431338,1,1024,42431338
1024,1024,32,2,42431338,42.431338,1,1024,42431338
1024,1024,32,3,42431338,42.431338,1,1024,42431338
1024,1024,32,4,42431338,42.431338,1,1024,42431338
1024,1024,32,5,42431338,42.431338,1,1024,42431338
1024,1024,32,6,42431338,42.431338,1,1024,42431338
1024,1024,32,7,42431338,42.431338,1,1024,42431338
1024,1024,32,8,42431338,42.431338,1,1024,42431338
1024,1024,32,9,42431338,42.431338,1,1024,42431338
1024,1024,32,10,42431338,42.431338,1,1024,42431338
1024,1024,32,11,42431338,42.431338,1,1024,42431338
1024,1024,32,12,42431338,42.431338,1,1024,42431338
1024,1024,32,13,42431338,42.431338,1,1024,42431338
1024,1024,32,14,42431338,42.431338,1,1024,42431338
1024,1024,32,15,42431338,42.431338,1,1024,42431338
1024,1024,32,16,42431338,42.431338,1,1024,42431338
1024,1024,32,17,42431338,42.431338,1,1024,42431338
1024,1024,32,18,42431338,42.431338,1,1024,42431338
1024,1024,32,19,42431338,42.431338,1,1024,42431338
1024,1024,32,20,42431338,42.431338,1,1024,42431338
1024,1024,32,21,42431338,42.431338,1,1024,42431338
1024,1024,32,22,42431338,42.431338,1,1024,42431338
1024,1024,32,23,42431338,42.431338,1,1024,42431338
1024,1024,32,24,42431338,42.431338,1,1024,42431338
1024,1024,32,25,42431338,42.431338,1,1024,42431338
1024,1024,32,26,42431338,42.431338,1,1024,42431338
1024,1024,32,27,42431338,42.431338,1,1024,42431338
1024,1024,32,28,42431338,42.431338,1,1024,42431338
1024,1024,32,29,42431338,42.431338,1,1024,42431338
1024,2048,32,0,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,1,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,2,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,3,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,4,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,5,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,6,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,7,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,8,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,9,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,10,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,11,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,12,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,13,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,14,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,15,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,16,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,17,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,18,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,19,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,20,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,21,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,22,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,23,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,24,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,25,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,26,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,27,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,28,86957108,86.957108,2,1024;1024,42431338;44525770
1024,2048,32,29,86957108,86.957108,2,1024;1024,42431338;44525770
1024,4096,32,0,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,1,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,2,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,3,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,4,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,5,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,6,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,7,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,8,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,9,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,10,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,11,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,12,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,13,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,14,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,15,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,16,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,17,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,18,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,19,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,20,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
1024,4096,32,21,182257800,182.2578,4,1024;1024;1024;1024,42431338;44525770;46496970;48803722
