instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
1,6,meta-llama/Llama-3.1-8B,512,32,3000000,517808946,514808946,10784131,54254034,14856610,"[44850833, 44506737, 44299558, 11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770]"
1,11,meta-llama/Llama-3.1-8B,128,32,5000000,517808946,512808946,8784131,52254034,14856610,"[44850833, 44506737, 44299558, 11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770]"
1,14,meta-llama/Llama-3.1-8B,1024,32,7000000,529279865,522279865,50254034,95104867,13779838,"[44506737, 44299558, 11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919]"
1,17,meta-llama/Llama-3.1-8B,128,32,8000000,529279865,521279865,49254034,94104867,13779838,"[44506737, 44299558, 11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919]"
1,20,meta-llama/Llama-3.1-8B,1024,32,10000000,540596608,530596608,92104867,136611604,12709193,"[44299558, 11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919, 11316743]"
1,27,meta-llama/Llama-3.1-8B,1024,32,13000000,552001342,539001342,133611604,177911162,11648070,"[11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919, 11316743, 11404734]"
1,30,meta-llama/Llama-3.1-8B,128,32,15000000,552001342,537001342,131611604,175911162,11648070,"[11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919, 11316743, 11404734]"
1,31,meta-llama/Llama-3.1-8B,64,32,15000000,552001342,537001342,131611604,175911162,11648070,"[11551919, 11552463, 13618022, 11553615, 11554095, 11554671, 11555215, 11555759, 11556303, 11556847, 11557391, 12769985, 11558543, 11559023, 11559567, 11560111, 11560655, 11561199, 11561743, 11562255, 11562799, 11563311, 11563855, 11564367, 11564911, 11565423, 11565967, 11527770, 11470919, 11316743, 11404734]"
2,5,meta-llama/Llama-3.1-8B,2048,32,2000000,730782964,728782964,12053,85009525,20766885,"[85820512, 89402891, 89652630, 52136417, 12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967]"
2,7,meta-llama/Llama-3.1-8B,1024,32,3000000,742612998,739612998,84009525,169830037,18380095,"[89402891, 89652630, 52136417, 12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967, 11830034]"
2,12,meta-llama/Llama-3.1-8B,2048,32,6000000,754319629,748319629,166830037,256232928,15873764,"[89652630, 52136417, 12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967, 11830034, 11706631]"
2,16,meta-llama/Llama-3.1-8B,64,32,8000000,754319629,746319629,164830037,254232928,15873764,"[89652630, 52136417, 12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967, 11830034, 11706631]"
2,21,meta-llama/Llama-3.1-8B,2048,32,10000000,766002537,756002537,252232928,341885558,13358612,"[52136417, 12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967, 11830034, 11706631, 11682908]"
2,26,meta-llama/Llama-3.1-8B,2048,32,13000000,777487284,764487284,338885558,391021975,12047268,"[12095527, 12096039, 12096551, 12097095, 12097607, 12098119, 12098631, 12099143, 12099687, 12100199, 12100711, 12101223, 12101767, 12102279, 12102791, 12103303, 12103815, 12104327, 12104839, 12105351, 12105895, 12106407, 12106919, 12107399, 12107943, 12108455, 12108967, 11830034, 11706631, 11682908, 11484747]"
3,1,meta-llama/Llama-3.1-8B,8192,32,0,1885360149,1885360149,101078819,227624548,53475341,"[105213881, 125158139, 126001057, 145660662, 128113004, 129351831, 129951287, 151994200, 130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826]"
3,3,meta-llama/Llama-3.1-8B,4096,32,1000000,1915385263,1914385263,331838429,456996568,47012538,"[126001057, 145660662, 128113004, 129351831, 129951287, 151994200, 130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925]"
3,8,meta-llama/Llama-3.1-8B,8192,32,4000000,1944788413,1940788413,579997625,725658287,39197746,"[128113004, 129351831, 129951287, 151994200, 130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895]"
3,10,meta-llama/Llama-3.1-8B,4096,32,5000000,1958680623,1953680623,724658287,852771291,35513204,"[129351831, 129951287, 151994200, 130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895, 13892210]"
3,22,meta-llama/Llama-3.1-8B,4096,32,11000000,1972062102,1961062102,846771291,976123122,31772225,"[129951287, 151994200, 130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895, 13892210, 13381479]"
3,23,meta-llama/Llama-3.1-8B,8192,32,11000000,1998693810,1987693810,1106074409,1258068609,23536296,"[130891512, 152212641, 20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895, 13892210, 13381479, 13315710, 13315998]"
3,24,meta-llama/Llama-3.1-8B,8192,32,12000000,2023591626,2011591626,1387960121,1540172762,15207060,"[20279955, 15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895, 13892210, 13381479, 13315710, 13315998, 12448796, 12449020]"
3,25,meta-llama/Llama-3.1-8B,4096,32,12000000,2035345109,2023345109,1540172762,1560452717,14932012,"[15637914, 15638682, 15639482, 15640250, 15641050, 15641850, 15642618, 15643418, 15644218, 15644986, 15645754, 15646554, 15647322, 15648122, 15648890, 15649690, 15650490, 15651258, 15652058, 15652826, 15012189, 15012925, 14701255, 14701895, 13892210, 13381479, 13315710, 13315998, 12448796, 12449020, 11753483]"
