instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,0,meta-llama/Llama-3.1-8B,64,32,0,473665382,473665382,1,12056844,14890598,"[24259752, 24568553, 26637400, 24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013]"
0,2,meta-llama/Llama-3.1-8B,128,32,1000000,485329512,484329512,11056844,35316596,14484287,"[24568553, 26637400, 24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130]"
0,4,meta-llama/Llama-3.1-8B,256,32,2000000,485329512,483329512,10056844,34316596,14484287,"[24568553, 26637400, 24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130]"
0,6,meta-llama/Llama-3.1-8B,512,32,3000000,496942656,493942656,33316596,57885149,14066371,"[26637400, 24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144]"
0,9,meta-llama/Llama-3.1-8B,64,32,4000000,496942656,492942656,32316596,56885149,14066371,"[26637400, 24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144]"
0,11,meta-llama/Llama-3.1-8B,128,32,5000000,508472344,503472344,55885149,82522549,13579025,"[24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144, 11529688]"
0,13,meta-llama/Llama-3.1-8B,256,32,6000000,508472344,502472344,54885149,81522549,13579025,"[24961128, 25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144, 11529688]"
0,15,meta-llama/Llama-3.1-8B,512,32,7000000,519917991,512917991,80522549,105483677,13143042,"[25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144, 11529688, 11445647]"
0,16,meta-llama/Llama-3.1-8B,64,32,8000000,519917991,511917991,79522549,104483677,13143042,"[25022101, 25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144, 11529688, 11445647]"
0,17,meta-llama/Llama-3.1-8B,128,32,8000000,531254948,523254948,104483677,129505778,12701586,"[25334697, 25416766, 16332994, 11685101, 11686253, 11687405, 11688557, 11689709, 11690861, 11691981, 11693133, 11694253, 11695373, 11696493, 11697613, 11698733, 11699853, 11701677, 11703469, 11705293, 11707085, 11708909, 11710669, 11712461, 11714253, 11716013, 11664130, 11613144, 11529688, 11445647, 11336957]"
