gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,5,29,748.9781905862069,645.068141,1816.0268759999967,3004.511827919999,41.9929084233017,462.9162363448276,0,29,174000,19162
1,1,5000.0,2113.249,3,27,498.92118233333326,426.965993,704.2051053,730.51075596,32.40655804378707,454.6917604444444,0,27,162000,16735
2,2,8333.333,2113.249,2,22,466.29271668181815,405.4095215,712.30236035,958.2600442299997,33.591948409090904,432.70076827272726,0,22,132000,14466
3,3,0.0,5000.0,3,30,1427.2592595666663,423.669525,6060.7569328499885,8107.99736169,20.791897472741702,412.35465143333334,0,30,180000,19158
4,4,3333.333,5000.0,3,33,3367.3716101515156,2443.995952,11438.889223799999,12379.756672599999,33.0806714408107,424.6708596363636,0,33,198000,21702
5,5,6666.667,5000.0,7,37,6308.039422243243,6556.052338,15013.203160999996,19305.986913320005,96.30485901503387,522.5201502432432,0,37,222000,24269
6,6,10000.0,5000.0,2,27,1533.1675893333334,414.527699,5609.1957264,6939.819177119997,31.954467851851852,422.3310501481481,0,27,162000,18308
7,7,1666.667,7886.751,3,30,2323.4418342999998,1052.8668675,7264.946495449999,7811.950041360001,20.620049003116733,423.5065118,0,30,180000,19941
8,8,5000.0,7886.751,6,33,4437.7206947878785,2305.892237,14091.5902996,14278.30801152,51.3044479147577,448.63168457575756,0,33,198000,21596
9,9,8333.333,7886.751,3,32,2931.5104238125,1495.7459410000001,10146.790726249996,14306.251615890002,23.800908039867164,423.572624875,0,32,192000,20416
