gpu_id,instance_id,gpu_x_m,gpu_y_m,assigned_user_count,request_count,mean_e2e_ttft_ms,p50_e2e_ttft_ms,p95_e2e_ttft_ms,p99_e2e_ttft_ms,mean_queueing_before_ttft_ms,mean_prefill_service_ms,max_waiting_requests,max_running_requests,prompt_tokens_processed,output_tokens_generated
0,0,1666.667,2113.249,4,26,881.7843302307693,727.6585295,1350.8888077499998,2138.494576,84.52841896153846,797.0049635769232,0,26,260000,17002
1,1,5000.0,2113.249,2,28,774.1662603214287,719.4745625,985.4398558,1012.3588541299999,18.859088571428572,755.30717175,0,28,280000,17582
2,2,8333.333,2113.249,2,22,769.7385128636364,703.67242,1154.7355237999998,1512.1389812099997,42.29336081818182,727.4451520454545,0,22,220000,14466
3,3,0.0,5000.0,2,33,736.1949474848485,718.789071,829.3068511999999,1133.01015404,20.926601727272725,715.2683457575757,0,33,330000,21383
4,4,3333.333,5000.0,3,39,885.0445543333333,732.281845,1616.1173614,1803.6358222599993,27.27811287179487,783.226086974359,0,39,390000,26056
5,5,6666.667,5000.0,6,33,1728.2914336666668,1303.344044,5803.926929399996,7970.99860084,72.83104136363636,1052.1238807575758,0,33,330000,21461
6,6,10000.0,5000.0,2,28,899.6514134642856,724.5321335,1258.3432065499999,3255.783000580001,39.096987428571424,744.9433730357142,0,28,280000,19102
7,7,1666.667,7886.751,3,30,784.3391835000001,720.7200755,1280.3283448499997,1359.2282153600001,26.121953033333334,758.1669909666667,0,30,300000,19066
8,8,5000.0,7886.751,5,34,1206.5336066176471,738.5241205,2490.9908846999983,5564.669389970007,69.17108314705882,895.162263617647,0,34,340000,22775
9,9,8333.333,7886.751,3,27,856.8247732222221,720.482024,1484.2897856999998,1850.5554894999993,58.07392048148149,798.3793717407408,0,27,270000,16860
